STUDY NAME: Fall 2020 SimmonsLOCAL,,,,,
STUDY WEIGHT TYPE: Household,,,,,
BASE: Study Universe,,,,,
TARGET: MEAT ALTERNATIVES - HH USES?: YES,,,,,
,,,,,
Geographies,Target Sample,Target Weighted,Base Weighted,Horizontal %,Index
"12965 - NICHOLVILLE","7","19","146",13,"51"
"13325 - CONSTABLEVILLE","16","61","315",19,"75"
"13327 - CROGHAN","33","148","735",20,"78"
"13343 - GLENFIELD","37","144","715",20,"78"
"13345 - GREIG","3","11","59",19,"73"
"13368 - LYONS FALLS","35","130","564",23,"90"
"13433 - PORT LEYDEN","42","157","631",25,"97"
"13473 - TURIN","27","92","314",29,"114"
"13601 - WATERTOWN","956","4,065","15,540",26,"102"
"13603 - WATERTOWN","260","1,142","3,725",31,"119"
"13605 - ADAMS","102","382","1,762",22,"84"
"13606 - ADAMS CENTER","51","220","966",23,"89"
"13607 - ALEXANDRIA BAY","45","157","592",27,"103"
"13608 - ANTWERP","40","159","659",24,"94"
"13612 - BLACK RIVER","75","270","1,062",25,"99"
"13613 - BRASHER FALLS","61","245","865",28,"110"
"13614 - BRIER HILL","10","24","99",24,"94"
"13616 - CALCIUM","37","172","636",27,"105"
"13617 - CANTON","252","1,049","4,351",24,"94"
"13618 - CAPE VINCENT","52","191","758",25,"98"
"13619 - CARTHAGE","281","1,183","4,743",25,"97"
"13620 - CASTORLAND","52","266","966",28,"107"
"13621 - CHASE MILLS","5","15","223",7,"26"
"13622 - CHAUMONT","42","194","943",21,"80"
"13624 - CLAYTON","116","464","1,988",23,"91"
"13625 - COLTON","59","215","822",26,"102"
"13626 - COPENHAGEN","55","248","1,012",25,"95"
"13630 - DE KALB JUNCTION","16","65","465",14,"54"
"13633 - DE PEYSTER","4","16","94",17,"66"
"13634 - DEXTER","102","394","1,623",24,"94"
"13635 - EDWARDS","22","87","403",22,"84"
"13636 - ELLISBURG","4","16","103",16,"60"
"13637 - EVANS MILLS","89","420","1,589",26,"103"
"13638 - FELTS MILLS","9","38","159",24,"93"
"13639 - FINE","5","14","92",15,"59"
"13640 - WELLESLEY ISLAND","13","27","160",17,"66"
"13642 - GOUVERNEUR","249","856","3,629",24,"92"
"13646 - HAMMOND","66","187","810",23,"90"
"13648 - HARRISVILLE","61","261","975",27,"104"
"13650 - HENDERSON","31","118","607",19,"76"
"13652 - HERMON","46","173","661",26,"102"
"13654 - HEUVELTON","47","184","746",25,"96"
"13656 - LA FARGEVILLE","54","245","1,043",24,"91"
"13658 - LISBON","54","194","819",24,"92"
"13659 - LORRAINE","8","38","202",19,"73"
"13660 - MADRID","35","121","654",19,"72"
"13662 - MASSENA","429","1,382","6,043",23,"89"
"13664 - MORRISTOWN","11","31","177",18,"68"
"13665 - NATURAL BRIDGE","23","104","422",25,"96"
"13667 - NORFOLK","60","230","1,250",18,"72"
"13668 - NORWOOD","72","256","1,221",21,"82"
"13669 - OGDENSBURG","462","1,536","5,937",26,"101"
"13670 - OSWEGATCHIE","24","71","218",33,"127"
"13672 - PARISHVILLE","13","33","240",14,"54"
"13673 - PHILADELPHIA","59","197","765",26,"100"
"13675 - PLESSIS","3","10","74",14,"53"
"13676 - POTSDAM","385","1,478","6,666",22,"86"
"13679 - REDWOOD","44","182","712",26,"99"
"13680 - RENSSELAER FALLS","31","127","443",29,"112"
"13681 - RICHVILLE","22","85","259",33,"128"
"13682 - RODMAN","20","86","353",24,"95"
"13684 - RUSSELL","19","76","397",19,"74"
"13685 - SACKETS HARBOR","53","190","828",23,"89"
"13687 - SOUTH COLTON","13","41","138",30,"116"
"13690 - STAR LAKE","43","105","428",25,"95"
"13691 - THERESA","72","327","1,248",26,"102"
"13692 - THOUSAND ISLAND PARK","1","1","8",13,"49"
"13693 - THREE MILE BAY","15","41","183",22,"87"
"13694 - WADDINGTON","41","151","548",28,"107"
"13696 - WEST STOCKHOLM","5","23","77",30,"116"
"13697 - WINTHROP","48","164","755",22,"85"
"53910 - ADAMS","49","357","1,707",21,"81"
"53934 - FRIENDSHIP","59","394","1,896",21,"81"
"53936 - GRAND MARSH","24","169","839",20,"78"
"54401 - WAUSAU","323","2,557","12,940",20,"77"
"54403 - WAUSAU","268","2,046","10,030",20,"79"
"54406 - AMHERST","36","228","1,370",17,"65"
"54407 - AMHERST JUNCTION","20","129","586",22,"86"
"54410 - ARPIN","27","159","789",20,"78"
"54411 - ATHENS","43","283","1,934",15,"57"
"54412 - AUBURNDALE","32","200","749",27,"104"
"54418 - BRYANT","11","75","437",17,"67"
"54423 - CUSTER","33","227","771",29,"115"
"54424 - DEERBROOK","19","127","668",19,"74"
"54426 - EDGAR","59","373","1,964",19,"74"
"54428 - ELCHO","11","57","465",12,"48"
"54430 - ELTON","4","34","111",31,"119"
"54435 - GLEASON","22","142","799",18,"69"
"54440 - HATLEY","36","258","1,494",17,"67"
"54441 - HEWITT","12","100","275",36,"141"
"54442 - IRMA","11","64","364",18,"68"
"54443 - JUNCTION CITY","34","227","947",24,"93"
"54447 - LUBLIN","7","53","241",22,"86"
"54448 - MARATHON","55","317","1,840",17,"67"
"54451 - MEDFORD","131","917","4,839",19,"74"
"54452 - MERRILL","213","1,489","7,837",19,"74"
"54454 - MILLADORE","16","97","553",18,"68"
"54455 - MOSINEE","186","1,423","6,642",21,"83"
"54459 - OGEMA","16","95","495",19,"75"
"54462 - PEARSON","4","21","124",17,"66"
"54463 - PELICAN LAKE","9","63","370",17,"66"
"54465 - PICKEREL","10","53","274",19,"75"
"54467 - PLOVER","130","934","5,069",18,"72"
"54469 - PORT EDWARDS","27","163","744",22,"85"
"54470 - RIB LAKE","23","168","730",23,"90"
"54471 - RINGLE","23","189","1,009",19,"73"
"54473 - ROSHOLT","29","184","1,145",16,"63"
"54474 - ROTHSCHILD","49","371","1,748",21,"83"
"54475 - RUDOLPH","16","89","609",15,"57"
"54476 - SCHOFIELD","169","1,320","7,062",19,"73"
"54480 - STETSONVILLE","11","72","428",17,"65"
"54481 - STEVENS POINT","333","2,642","13,289",20,"77"
"54482 - STEVENS POINT","91","659","3,362",20,"76"
"54484 - STRATFORD","45","294","1,469",20,"78"
"54485 - SUMMIT LAKE","3","19","209",9,"35"
"54487 - TOMAHAWK","122","803","4,208",19,"74"
"54489 - VESPER","26","157","722",22,"85"
"54490 - WESTBORO","8","59","420",14,"55"
"54494 - WISCONSIN RAPIDS","322","2,245","11,530",20,"76"
"54495 - WISCONSIN RAPIDS","88","578","3,204",18,"70"
"54501 - RHINELANDER","224","1,595","8,734",18,"71"
"54511 - ARGONNE","11","62","504",12,"48"
"54512 - BOULDER JUNCTION","12","92","440",21,"81"
"54513 - BRANTWOOD","6","31","232",13,"52"
"54515 - CATAWBA","6","27","200",14,"53"
"54519 - CONOVER","13","106","569",19,"72"
"54520 - CRANDON","50","339","1,640",21,"80"
"54521 - EAGLE RIVER","84","657","3,621",18,"71"
"54524 - FIFIELD","11","77","270",29,"111"
"54529 - HARSHAW","16","91","438",21,"81"
"54531 - HAZELHURST","21","104","590",18,"69"
"54537 - KENNAN","10","65","277",24,"91"
"54538 - LAC DU FLAMBEAU","30","235","1,281",18,"71"
"54539 - LAKE TOMAHAWK","14","96","679",14,"55"
"54540 - LAND O LAKES","17","124","457",27,"106"
"54541 - LAONA","11","74","535",14,"54"
"54545 - MANITOWISH WATERS","13","96","355",27,"105"
"54548 - MINOCQUA","57","385","2,232",17,"67"
"54554 - PHELPS","10","76","509",15,"58"
"54555 - PHILLIPS","60","372","2,083",18,"69"
"54556 - PRENTICE","20","129","523",25,"96"
"54557 - PRESQUE ISLE","3","24","332",7,"28"
"54558 - SAINT GERMAIN","25","192","1,121",17,"67"
"54560 - SAYNER","9","70","278",25,"98"
"54561 - STAR LAKE","1","8","50",16,"62"
"54562 - THREE LAKES","21","109","847",13,"50"
"54564 - TRIPOLI","4","20","179",11,"43"
"54566 - WABENO","28","162","681",24,"93"
"54568 - WOODRUFF","68","542","2,280",24,"93"
"54613 - ARKDALE","26","180","831",22,"84"
"54921 - BANCROFT","16","113","624",18,"70"
"32948 - FELLSMERE","23","687","2,512",27,"106"
"32958 - SEBASTIAN","102","3,113","13,570",23,"89"
"32960 - VERO BEACH","100","2,444","10,734",23,"89"
"32962 - VERO BEACH","116","3,168","11,372",28,"108"
"32963 - VERO BEACH","66","1,334","7,320",18,"71"
"32966 - VERO BEACH","82","2,286","9,437",24,"94"
"32967 - VERO BEACH","82","2,488","9,490",26,"102"
"32968 - VERO BEACH","46","1,278","5,749",22,"87"
"33401 - WEST PALM BEACH","172","4,026","12,564",32,"125"
"33403 - WEST PALM BEACH","81","1,586","5,624",28,"110"
"33404 - WEST PALM BEACH","160","3,722","12,894",29,"112"
"33405 - WEST PALM BEACH","100","2,450","8,935",27,"107"
"33406 - WEST PALM BEACH","119","3,009","10,908",28,"107"
"33407 - WEST PALM BEACH","183","4,869","13,638",36,"139"
"33408 - NORTH PALM BEACH","105","2,235","8,427",27,"103"
"33409 - WEST PALM BEACH","148","4,102","13,124",31,"122"
"33410 - PALM BEACH GARDENS","137","3,258","14,809",22,"86"
"33411 - ROYAL PALM BEACH","318","8,000","28,252",28,"110"
"33412 - ROYAL PALM BEACH","62","1,576","6,226",25,"98"
"33413 - WEST PALM BEACH","67","1,685","6,477",26,"101"
"33414 - ROYAL PALM BEACH","258","5,997","21,468",28,"109"
"33415 - WEST PALM BEACH","261","6,722","21,100",32,"124"
"33417 - WEST PALM BEACH","164","4,178","15,375",27,"106"
"33418 - PALM BEACH GARDENS","158","3,693","16,157",23,"89"
"33426 - BOYNTON BEACH","113","2,922","10,074",29,"113"
"33428 - BOCA RATON","201","4,724","16,618",28,"111"
"33430 - BELLE GLADE","106","2,913","9,596",30,"118"
"33431 - BOCA RATON","98","2,116","8,979",24,"92"
"33432 - BOCA RATON","104","2,155","8,924",24,"94"
"33433 - BOCA RATON","200","4,892","19,787",25,"96"
"33434 - BOCA RATON","122","2,675","10,018",27,"104"
"33435 - BOYNTON BEACH","195","4,676","15,698",30,"116"
"33436 - BOYNTON BEACH","205","5,193","19,753",26,"102"
"33437 - BOYNTON BEACH","165","4,195","18,883",22,"86"
"33438 - CANAL POINT","4","104","372",28,"109"
"33444 - DELRAY BEACH","127","2,846","9,294",31,"119"
"33445 - DELRAY BEACH","149","3,490","14,756",24,"92"
"33446 - DELRAY BEACH","89","2,037","11,750",17,"67"
"33449 - LAKE WORTH","39","1,033","3,680",28,"109"
"33455 - HOBE SOUND","77","2,059","10,228",20,"78"
"33458 - JUPITER","220","5,321","20,883",26,"99"
"33460 - LAKE WORTH BEACH","178","4,507","14,909",30,"118"
"33461 - LAKE WORTH","217","5,718","19,096",30,"117"
"33462 - LAKE WORTH","161","4,124","14,357",29,"112"
"33463 - LAKE WORTH","269","6,814","23,258",29,"114"
"33467 - LAKE WORTH","220","5,310","21,585",25,"96"
"33469 - JUPITER","52","1,259","6,576",19,"74"
"33470 - LOXAHATCHEE","113","3,120","10,900",29,"111"
"33472 - BOYNTON BEACH","62","1,639","8,572",19,"74"
"33473 - BOYNTON BEACH","14","404","2,340",17,"67"
"33476 - PAHOKEE","39","1,184","3,279",36,"141"
"33477 - JUPITER","58","1,268","6,800",19,"73"
"33478 - JUPITER","50","1,222","5,296",23,"90"
"33480 - PALM BEACH","63","1,115","5,082",22,"85"
"33483 - DELRAY BEACH","74","1,471","6,047",24,"95"
"33484 - DELRAY BEACH","118","2,910","13,846",21,"82"
"33486 - BOCA RATON","104","2,252","9,393",24,"93"
"33487 - BOCA RATON","88","1,861","7,816",24,"93"
"33493 - SOUTH BAY","27","868","2,541",34,"133"
"33496 - BOCA RATON","111","2,602","9,876",26,"103"
"33498 - BOCA RATON","70","1,551","5,941",26,"102"
"34945 - FORT PIERCE","24","678","2,270",30,"116"
"34946 - FORT PIERCE","39","942","3,022",31,"121"
"34947 - FORT PIERCE","79","1,797","6,002",30,"117"
"34949 - FORT PIERCE","38","777","3,699",21,"82"
"34950 - FORT PIERCE","100","2,189","7,413",30,"115"
"34951 - FORT PIERCE","75","1,957","7,245",27,"105"
"34952 - PORT SAINT LUCIE","168","4,454","19,166",23,"90"
"34953 - PORT SAINT LUCIE","179","5,599","24,568",23,"89"
"34956 - INDIANTOWN","39","1,095","4,074",27,"105"
"34957 - JENSEN BEACH","98","2,331","11,232",21,"81"
"34981 - FORT PIERCE","17","485","1,646",30,"115"
"34982 - FORT PIERCE","118","2,880","11,693",25,"96"
"34983 - PORT SAINT LUCIE","155","4,229","16,980",25,"97"
"34984 - PORT SAINT LUCIE","41","1,183","6,118",19,"75"
"34986 - PORT SAINT LUCIE","79","2,664","10,862",25,"95"
"34987 - PORT SAINT LUCIE","21","661","2,893",23,"89"
"34990 - PALM CITY","99","2,503","12,163",21,"80"
"34994 - STUART","93","2,232","7,832",29,"111"
"34996 - STUART","56","1,178","5,311",22,"86"
"34997 - STUART","164","4,245","19,206",22,"86"
"26003 - WHEELING","709","3,664","17,176",21,"83"
"26031 - BENWOOD","20","114","811",14,"55"
"26032 - BETHANY","18","99","575",17,"67"
"26033 - CAMERON","46","213","1,256",17,"66"
"26034 - CHESTER","76","440","2,020",22,"85"
"26035 - COLLIERS","30","158","891",18,"69"
"26036 - DALLAS","8","45","171",26,"102"
"26037 - FOLLANSBEE","96","536","2,639",20,"79"
"26038 - GLEN DALE","41","236","1,193",20,"77"
"26039 - GLEN EASTON","11","53","443",12,"47"
"26040 - MCMECHEN","24","125","696",18,"70"
"26041 - MOUNDSVILLE","265","1,384","6,605",21,"82"
"26047 - NEW CUMBERLAND","100","499","2,524",20,"77"
"26050 - NEWELL","22","97","621",16,"61"
"26055 - PROCTOR","22","114","672",17,"66"
"26059 - TRIADELPHIA","50","272","1,308",21,"81"
"26060 - VALLEY GROVE","23","157","834",19,"73"
"26062 - WEIRTON","294","1,586","9,007",18,"69"
"26070 - WELLSBURG","155","836","3,822",22,"85"
"26074 - WEST LIBERTY","13","92","386",24,"93"
"26149 - MIDDLEBOURNE","44","233","1,042",22,"87"
"26155 - NEW MARTINSVILLE","137","703","3,236",22,"85"
"26159 - PADEN CITY","45","257","995",26,"101"
"26162 - PORTERS FALLS","2","11","40",28,"107"
"26167 - READER","17","102","470",22,"84"
"26175 - SISTERSVILLE","65","303","1,252",24,"94"
"26348 - FOLSOM","5","28","133",21,"82"
"26377 - JACKSONBURG","9","44","278",16,"62"
"26419 - PINE GROVE","15","66","365",18,"70"
"26437 - SMITHFIELD","6","35","221",16,"62"
"26575 - HUNDRED","12","59","328",18,"70"
"26581 - LITTLETON","20","96","567",17,"66"
"43713 - BARNESVILLE","100","568","2,909",20,"76"
"43716 - BEALLSVILLE","29","130","709",18,"71"
"43718 - BELMONT","47","275","1,498",18,"71"
"43719 - BETHESDA","35","179","865",21,"81"
"43724 - CALDWELL","137","788","3,458",23,"89"
"43747 - JERUSALEM","21","113","476",24,"92"
"43754 - LEWISVILLE","16","73","445",16,"64"
"43757 - MALAGA","1","6","30",20,"78"
"43779 - SARAHSVILLE","20","107","336",32,"124"
"43788 - SUMMERFIELD","11","58","313",19,"72"
"43793 - WOODSFIELD","87","404","1,817",22,"87"
"43901 - ADENA","33","174","964",18,"70"
"43902 - ALLEDONIA","3","16","70",23,"89"
"43906 - BELLAIRE","158","791","3,594",22,"86"
"43907 - CADIZ","118","579","2,421",24,"93"
"43910 - BLOOMINGDALE","59","321","1,477",22,"85"
"43912 - BRIDGEPORT","117","596","2,910",21,"80"
"43913 - BRILLIANT","35","170","608",28,"109"
"43915 - CLARINGTON","26","112","611",18,"71"
"43917 - DILLONVALE","59","352","1,449",24,"95"
"43930 - HAMMONDSVILLE","16","98","330",30,"116"
"43932 - IRONDALE","23","123","526",23,"91"
"43933 - JACOBSBURG","42","220","870",25,"98"
"43935 - MARTINS FERRY","157","813","3,618",23,"87"
"43938 - MINGO JUNCTION","73","392","2,142",18,"71"
"43942 - POWHATAN POINT","45","230","999",23,"90"
"43943 - RAYLAND","61","340","1,658",21,"80"
"43944 - RICHMOND","32","177","972",18,"71"
"43946 - SARDIS","51","249","866",29,"112"
"43947 - SHADYSIDE","86","428","2,147",20,"78"
"43950 - SAINT CLAIRSVILLE","255","1,437","6,440",22,"87"
"43952 - STEUBENVILLE","349","1,922","7,773",25,"96"
"43953 - STEUBENVILLE","166","871","4,416",20,"77"
"43963 - TILTONSVILLE","13","68","507",13,"52"
"43964 - TORONTO","176","891","4,055",22,"86"
"43971 - YORKVILLE","17","94","518",18,"71"
"43976 - HOPEDALE","30","174","625",28,"108"
"43977 - FLUSHING","37","180","893",20,"78"
"43983 - PIEDMONT","11","52","238",22,"85"
"45727 - DEXTER CITY","12","57","235",24,"94"
"45734 - GRAYSVILLE","6","27","176",15,"60"
"73442 - LOCO","19","93","307",30,"118"
"73501 - LAWTON","405","2,342","8,279",28,"110"
"73503 - FORT SILL","171","1,157","4,131",28,"109"
"73505 - LAWTON","902","4,674","17,226",27,"106"
"73507 - LAWTON","425","2,161","8,075",27,"104"
"73521 - ALTUS","416","2,119","8,098",26,"102"
"73523 - ALTUS AFB","4","20","40",50,"195"
"73526 - BLAIR","35","170","657",26,"101"
"73527 - CACHE","76","401","1,579",25,"99"
"73528 - CHATTANOOGA","9","39","257",15,"59"
"73529 - COMANCHE","78","400","2,209",18,"70"
"73530 - DAVIDSON","15","52","191",27,"106"
"73531 - DEVOL","2","13","160",8,"32"
"73532 - DUKE","12","62","204",30,"118"
"73533 - DUNCAN","469","2,648","11,100",24,"93"
"73538 - ELGIN","53","288","1,445",20,"78"
"73539 - ELMER","4","16","60",27,"104"
"73540 - FAXON","7","28","121",23,"90"
"73541 - FLETCHER","51","267","1,247",21,"83"
"73542 - FREDERICK","117","477","1,713",28,"108"
"73543 - GERONIMO","25","121","520",23,"91"
"73546 - GRANDFIELD","19","93","446",21,"81"
"73548 - HASTINGS","5","22","181",12,"47"
"73549 - HEADRICK","5","21","110",19,"74"
"73551 - HOLLISTER","5","28","72",39,"151"
"73552 - INDIAHOMA","32","154","494",31,"121"
"73553 - LOVELAND","0","0","12",0,"0"
"73560 - OLUSTEE","18","84","308",27,"106"
"73562 - RANDLETT","10","61","313",20,"76"
"73565 - RYAN","21","123","427",29,"112"
"73568 - TEMPLE","21","114","481",24,"92"
"73569 - TERRAL","5","29","182",16,"62"
"73570 - TIPTON","19","87","408",21,"83"
"73572 - WALTERS","70","356","1,391",26,"100"
"73573 - WAURIKA","35","178","964",19,"72"
"76228 - BELLEVUE","21","98","388",25,"98"
"76239 - FORESTBURG","13","72","409",18,"68"
"76251 - MONTAGUE","14","67","336",20,"78"
"76255 - NOCONA","95","513","2,415",21,"83"
"76261 - RINGGOLD","5","28","92",30,"118"
"76301 - WICHITA FALLS","348","1,856","6,932",27,"104"
"76302 - WICHITA FALLS","172","932","4,455",21,"81"
"76305 - WICHITA FALLS","161","956","3,383",28,"110"
"76306 - WICHITA FALLS","315","1,534","5,627",27,"106"
"76308 - WICHITA FALLS","304","1,650","7,749",21,"83"
"76309 - WICHITA FALLS","209","978","4,929",20,"77"
"76310 - WICHITA FALLS","260","1,444","6,380",23,"88"
"76311 - SHEPPARD AFB","136","718","2,771",26,"101"
"76351 - ARCHER CITY","27","120","587",20,"80"
"76354 - BURKBURNETT","191","936","3,873",24,"94"
"76357 - BYERS","10","51","283",18,"70"
"76360 - ELECTRA","74","372","1,343",28,"108"
"76364 - HARROLD","3","10","81",12,"48"
"76365 - HENRIETTA","68","318","1,817",18,"68"
"76366 - HOLLIDAY","41","176","945",19,"72"
"76367 - IOWA PARK","175","859","3,831",22,"87"
"76372 - NEWCASTLE","11","43","328",13,"51"
"76373 - OKLAUNION","4","12","54",22,"86"
"76374 - OLNEY","75","380","1,635",23,"90"
"76377 - PETROLIA","15","65","375",17,"67"
"76379 - SCOTLAND","8","53","277",19,"74"
"76384 - VERNON","213","1,055","4,825",22,"85"
"76460 - LOVING","9","55","174",32,"123"
"76481 - SOUTH BEND","4","25","88",28,"111"
"76483 - THROCKMORTON","20","111","420",26,"103"
"79225 - CHILLICOTHE","18","96","436",22,"86"
"79247 - ODELL","1","4","14",29,"111"
"79252 - QUANAH","61","298","1,168",26,"99"
"66840 - BURNS","4","63","339",19,"72"
"66842 - CASSODAY","1","13","158",8,"32"
"66843 - CEDAR POINT","1","10","66",15,"59"
"66845 - COTTONWOOD FALLS","10","109","475",23,"89"
"66850 - ELMDALE","2","23","91",25,"98"
"66851 - FLORENCE","6","49","191",26,"100"
"66853 - HAMILTON","3","34","150",23,"88"
"66858 - LINCOLNVILLE","5","59","174",34,"132"
"66861 - MARION","23","264","1,230",22,"84"
"66862 - MATFIELD GREEN","2","23","72",32,"124"
"66866 - PEABODY","6","84","733",12,"45"
"66869 - STRONG CITY","6","53","286",19,"72"
"66870 - VIRGIL","0","0","111",0,"0"
"66932 - ATHOL","0","0","57",0,"0"
"66936 - BURR OAK","1","8","109",7,"29"
"66941 - ESBON","4","43","139",31,"120"
"66942 - FORMOSO","0","0","135",0,"0"
"66949 - JEWELL","3","49","295",17,"65"
"66951 - KENSINGTON","6","110","492",22,"87"
"66952 - LEBANON","2","38","204",19,"72"
"66956 - MANKATO","8","108","543",20,"77"
"66963 - RANDALL","0","0","68",0,"0"
"66967 - SMITH CENTER","14","165","908",18,"71"
"66970 - WEBBER","0","0","60",0,"0"
"67001 - ANDALE","7","106","520",20,"79"
"67002 - ANDOVER","70","972","4,584",21,"83"
"67003 - ANTHONY","10","140","971",14,"56"
"67004 - ARGONIA","4","54","334",16,"63"
"67005 - ARKANSAS CITY","103","1,307","6,145",21,"83"
"67008 - ATLANTA","5","73","233",31,"122"
"67009 - ATTICA","5","56","337",17,"65"
"67010 - AUGUSTA","69","1,071","5,352",20,"78"
"67012 - BEAUMONT","1","24","48",50,"195"
"67013 - BELLE PLAINE","21","268","1,087",25,"96"
"67017 - BENTON","11","193","729",27,"103"
"67018 - BLUFF CITY","2","37","99",37,"145"
"67019 - BURDEN","1","11","326",3,"13"
"67020 - BURRTON","9","143","699",21,"80"
"67021 - BYERS","0","0","7",0,"0"
"67022 - CALDWELL","11","119","582",20,"80"
"67023 - CAMBRIDGE","1","11","82",13,"52"
"67025 - CHENEY","27","448","1,425",31,"122"
"67026 - CLEARWATER","29","437","1,767",25,"96"
"67028 - COATS","4","58","138",42,"164"
"67029 - COLDWATER","2","16","369",4,"17"
"67030 - COLWICH","9","146","902",16,"63"
"67031 - CONWAY SPRINGS","13","161","799",20,"78"
"67035 - CUNNINGHAM","3","31","350",9,"34"
"67036 - DANVILLE","2","18","59",31,"119"
"67037 - DERBY","146","2,171","10,111",22,"84"
"67038 - DEXTER","6","53","217",24,"95"
"67039 - DOUGLASS","25","313","1,277",25,"95"
"67042 - EL DORADO","80","1,231","7,311",17,"66"
"67045 - EUREKA","27","297","1,447",21,"80"
"67049 - FREEPORT","1","7","23",30,"118"
"67050 - GARDEN PLAIN","5","63","675",9,"36"
"67051 - GEUDA SPRINGS","4","50","196",26,"99"
"67052 - GODDARD","28","416","2,772",15,"58"
"67054 - GREENSBURG","10","100","439",23,"89"
"67055 - GREENWICH","0","0","45",0,"0"
"67056 - HALSTEAD","15","215","1,020",21,"82"
"67057 - HARDTNER","4","43","109",39,"154"
"67058 - HARPER","13","159","862",18,"72"
"67059 - HAVILAND","5","61","422",15,"56"
"67060 - HAYSVILLE","66","1,088","5,458",20,"78"
"67061 - HAZELTON","3","44","91",48,"188"
"67062 - HESSTON","14","236","1,482",16,"62"
"67063 - HILLSBORO","26","309","1,555",20,"77"
"67065 - ISABEL","2","27","126",21,"83"
"67066 - IUKA","0","0","120",0,"0"
"67067 - KECHI","10","149","623",24,"93"
"67068 - KINGMAN","18","176","1,598",11,"43"
"67070 - KIOWA","6","70","500",14,"54"
"67071 - LAKE CITY","0","0","33",0,"0"
"67072 - LATHAM","0","0","102",0,"0"
"67073 - LEHIGH","1","12","74",16,"63"
"67074 - LEON","7","112","793",14,"55"
"67101 - MAIZE","26","357","1,279",28,"109"
"67102 - MAPLE CITY","0","0","9",0,"0"
"67103 - MAYFIELD","2","21","136",15,"60"
"67104 - MEDICINE LODGE","17","236","1,009",23,"91"
