STUDY NAME: Fall 2020 SimmonsLOCAL,,,,,
STUDY WEIGHT TYPE: Household,,,,,
BASE: Study Universe,,,,,
TARGET: MEAT ALTERNATIVES - HH USES?: YES,,,,,
,,,,,
Geographies,Target Sample,Target Weighted,Base Weighted,Horizontal %,Index
"37920 - KNOXVILLE","197","4,223","19,153",22,"86"
"37921 - KNOXVILLE","155","3,220","12,367",26,"101"
"37922 - KNOXVILLE","115","2,188","12,002",18,"71"
"37923 - KNOXVILLE","118","2,417","12,247",20,"77"
"37924 - KNOXVILLE","52","1,086","5,014",22,"84"
"37931 - KNOXVILLE","79","1,634","10,489",16,"61"
"37932 - KNOXVILLE","59","1,199","5,897",20,"79"
"37934 - FARRAGUT","92","1,894","9,328",20,"79"
"37938 - KNOXVILLE","66","1,362","7,391",18,"72"
"38504 - ALLARDT","6","86","383",23,"87"
"38549 - BYRDSTOWN","15","479","1,630",29,"114"
"38553 - CLARKRANGE","6","130","828",16,"61"
"38555 - CROSSVILLE","90","2,020","8,696",23,"90"
"38556 - JAMESTOWN","59","1,122","5,328",21,"82"
"38558 - CROSSVILLE","29","636","3,945",16,"63"
"38565 - GRIMSLEY","13","252","532",47,"184"
"38571 - CROSSVILLE","47","1,063","5,810",18,"71"
"38574 - MONTEREY","22","654","3,487",19,"73"
"38577 - PALL MALL","6","123","472",26,"101"
"38583 - SPARTA","70","2,472","9,968",25,"96"
"38589 - WILDER","2","24","97",25,"96"
"40769 - WILLIAMSBURG","96","1,693","7,662",22,"86"
"40806 - BAXTER","23","273","1,336",20,"80"
"40808 - BIG LAUREL","2","10","79",13,"49"
"40810 - BLEDSOE","7","106","551",19,"75"
"40813 - CALVIN","7","94","394",24,"93"
"40815 - CAWOOD","14","173","550",32,"122"
"40819 - COLDIRON","2","28","356",8,"31"
"40820 - CRANKS","3","36","200",18,"70"
"40823 - CUMBERLAND","36","456","1,923",24,"92"
"40828 - EVARTS","28","400","1,847",22,"84"
"40830 - GULSTON","2","25","137",18,"71"
"40831 - HARLAN","23","333","2,117",16,"61"
"40843 - HOLMES MILL","1","13","94",14,"54"
"40845 - HULEN","7","107","245",44,"170"
"40856 - MIRACLE","1","17","266",6,"25"
"40863 - PATHFORK","5","71","229",31,"121"
"40865 - PUTNEY","4","47","202",23,"91"
"40870 - TOTZ","2","19","170",11,"43"
"40873 - WALLINS CREEK","16","214","993",22,"84"
"40902 - ARJAY","7","94","381",25,"96"
"40913 - BEVERLY","2","23","146",16,"61"
"40927 - CLOSPLINT","2","28","196",14,"56"
"40939 - FOURMILE","3","41","222",19,"72"
"40940 - FRAKES","3","51","268",19,"74"
"40958 - KETTLE ISLAND","2","25","146",17,"67"
"40964 - MARY ALICE","1","19","34",56,"217"
"40965 - MIDDLESBORO","71","1,072","5,230",21,"80"
"40977 - PINEVILLE","53","809","3,691",22,"85"
"40988 - STONEY FORK","5","66","216",31,"119"
"42634 - PARKERS LAKE","9","136","478",29,"111"
"42635 - PINE KNOT","24","404","1,908",21,"82"
"42647 - STEARNS","22","297","1,324",22,"87"
"42649 - STRUNK","14","173","717",24,"94"
"42653 - WHITLEY CITY","24","354","1,782",20,"77"
"53518 - BLUE RIVER","9","102","492",21,"81"
"53805 - BOSCOBEL","44","473","2,171",22,"85"
"53821 - PRAIRIE DU CHIEN","75","605","3,634",17,"65"
"53826 - WAUZEKA","15","104","497",21,"81"
"53929 - ELROY","18","165","1,101",15,"58"
"53968 - WONEWOC","15","182","865",21,"82"
"54405 - ABBOTSFORD","29","213","1,288",17,"64"
"54420 - CHILI","5","47","499",9,"37"
"54421 - COLBY","33","287","1,579",18,"71"
"54422 - CURTISS","12","103","356",29,"113"
"54425 - DORCHESTER","13","88","704",13,"49"
"54433 - GILMAN","18","131","737",18,"69"
"54436 - GRANTON","18","160","820",20,"76"
"54437 - GREENWOOD","25","206","1,257",16,"64"
"54446 - LOYAL","32","258","1,198",22,"84"
"54449 - MARSHFIELD","311","2,119","11,382",19,"72"
"54456 - NEILLSVILLE","53","520","2,671",20,"76"
"54460 - OWEN","28","223","1,031",22,"84"
"54466 - PITTSVILLE","35","233","1,327",18,"68"
"54479 - SPENCER","44","326","1,640",20,"77"
"54488 - UNITY","13","94","449",21,"81"
"54493 - WILLARD","9","63","359",18,"68"
"54498 - WITHEE","21","161","1,009",16,"62"
"54526 - GLEN FLORA","5","39","410",10,"37"
"54530 - HAWKINS","5","48","257",19,"73"
"54563 - TONY","11","73","325",23,"87"
"54601 - LA CROSSE","536","4,654","22,790",20,"79"
"54603 - LA CROSSE","158","1,280","6,330",20,"79"
"54610 - ALMA","24","150","660",23,"88"
"54611 - ALMA CENTER","11","80","494",16,"63"
"54612 - ARCADIA","50","456","2,125",22,"84"
"54614 - BANGOR","21","174","1,018",17,"67"
"54615 - BLACK RIVER FALLS","94","795","4,050",20,"76"
"54616 - BLAIR","33","280","1,115",25,"98"
"54618 - CAMP DOUGLAS","15","139","1,000",14,"54"
"54619 - CASHTON","42","327","1,414",23,"90"
"54621 - CHASEBURG","13","131","389",34,"131"
"54622 - COCHRANE","21","185","857",22,"84"
"54623 - COON VALLEY","20","146","805",18,"71"
"54624 - DE SOTO","16","110","627",18,"68"
"54625 - DODGE","5","42","138",30,"118"
"54626 - EASTMAN","12","83","531",16,"61"
"54627 - ETTRICK","17","164","844",19,"76"
"54628 - FERRYVILLE","15","123","469",26,"102"
"54629 - FOUNTAIN CITY","35","296","1,197",25,"96"
"54630 - GALESVILLE","41","346","1,502",23,"90"
"54631 - GAYS MILLS","14","99","717",14,"54"
"54632 - GENOA","18","126","486",26,"101"
"54634 - HILLSBORO","40","363","1,632",22,"87"
"54635 - HIXTON","18","130","677",19,"75"
"54636 - HOLMEN","115","1,133","5,155",22,"86"
"54638 - KENDALL","13","86","580",15,"58"
"54639 - LA FARGE","25","205","967",21,"82"
"54642 - MELROSE","18","143","746",19,"75"
"54644 - MINDORO","15","134","621",22,"84"
"54648 - NORWALK","11","83","646",13,"50"
"54650 - ONALASKA","214","1,872","8,964",21,"81"
"54651 - ONTARIO","13","104","602",17,"67"
"54652 - READSTOWN","13","108","410",26,"102"
"54653 - ROCKLAND","10","71","415",17,"67"
"54655 - SOLDIERS GROVE","17","132","744",18,"69"
"54656 - SPARTA","174","1,621","7,408",22,"85"
"54657 - STEUBEN","3","16","103",16,"60"
"54658 - STODDARD","29","243","981",25,"96"
"54659 - TAYLOR","15","107","532",20,"78"
"54660 - TOMAH","173","1,617","6,865",24,"92"
"54661 - TREMPEALEAU","30","298","1,485",20,"78"
"54664 - VIOLA","14","150","667",23,"88"
"54665 - VIROQUA","78","686","3,642",19,"73"
"54666 - WARRENS","19","151","1,000",15,"59"
"54667 - WESTBY","49","384","2,004",19,"75"
"54669 - WEST SALEM","57","484","2,944",16,"64"
"54670 - WILTON","11","85","612",14,"54"
"54701 - EAU CLAIRE","415","3,875","16,910",23,"89"
"54703 - EAU CLAIRE","440","3,871","18,630",21,"81"
"54720 - ALTOONA","66","578","3,017",19,"75"
"54721 - ARKANSAW","10","103","556",19,"72"
"54722 - AUGUSTA","44","376","1,595",24,"92"
"54724 - BLOOMER","65","509","2,809",18,"71"
"54726 - BOYD","32","315","1,536",21,"80"
"54727 - CADOTT","47","382","2,069",19,"72"
"54728 - CHETEK","15","649","2,522",26,"100"
"54729 - CHIPPEWA FALLS","332","2,894","12,753",23,"88"
"54730 - COLFAX","13","418","1,689",25,"96"
"54731 - CONRATH","7","50","312",16,"62"
"54732 - CORNELL","31","258","1,302",20,"77"
"54736 - DURAND","45","439","1,698",26,"101"
"54737 - EAU GALLE","1","44","155",28,"110"
"54738 - ELEVA","35","335","1,467",23,"89"
"54739 - ELK MOUND","16","287","1,833",16,"61"
"54741 - FAIRCHILD","21","154","662",23,"91"
"54742 - FALL CREEK","35","297","1,695",18,"68"
"54745 - HOLCOMBE","20","136","882",15,"60"
"54746 - HUMBIRD","3","31","181",17,"67"
"54747 - INDEPENDENCE","22","199","1,032",19,"75"
"54748 - JIM FALLS","12","95","492",19,"75"
"54754 - MERRILLAN","21","169","853",20,"77"
"54755 - MONDOVI","68","634","2,867",22,"86"
"54756 - NELSON","17","111","486",23,"89"
"54757 - NEW AUBURN","18","280","1,173",24,"93"
"54758 - OSSEO","46","386","1,846",21,"81"
"54759 - PEPIN","9","65","658",10,"38"
"54766 - SHELDON","20","155","695",22,"87"
"54768 - STANLEY","44","411","1,917",21,"83"
"54769 - STOCKHOLM","5","83","276",30,"117"
"54770 - STRUM","13","122","895",14,"53"
"54771 - THORP","46","371","1,640",23,"88"
"54773 - WHITEHALL","37","326","1,430",23,"89"
"54819 - BRUCE","26","208","994",21,"81"
"54848 - LADYSMITH","63","508","2,560",20,"77"
"54868 - RICE LAKE","28","1,389","6,521",21,"83"
"54895 - WEYERHAEUSER","10","86","429",20,"78"
"55910 - ALTURA","16","125","602",21,"81"
"55919 - BROWNSVILLE","3","25","345",7,"28"
"55921 - CALEDONIA","32","305","2,038",15,"58"
"55923 - CHATFIELD","58","353","1,845",19,"74"
"55925 - DAKOTA","14","99","380",26,"101"
"55931 - EITZEN","7","54","197",27,"107"
"55941 - HOKAH","11","84","404",21,"81"
"55943 - HOUSTON","29","250","1,322",19,"74"
"55947 - LA CRESCENT","59","530","2,958",18,"70"
"55952 - LEWISTON","18","140","770",18,"71"
"55954 - MABEL","16","93","662",14,"55"
"55959 - MINNESOTA CITY","16","136","883",15,"60"
"55962 - PETERSON","10","48","307",16,"61"
"55964 - PLAINVIEW","10","439","1,764",25,"97"
"55969 - ROLLINGSTONE","7","51","364",14,"55"
"55971 - RUSHFORD","42","262","1,326",20,"77"
"55972 - SAINT CHARLES","39","300","1,649",18,"71"
"55974 - SPRING GROVE","27","226","985",23,"89"
"55979 - UTICA","8","69","356",19,"75"
"55987 - WINONA","382","2,952","14,457",20,"79"
"47901 - LAFAYETTE","145","441","1,764",25,"97"
"47904 - LAFAYETTE","597","1,881","7,829",24,"93"
"47909 - LAFAYETTE","1,086","3,660","15,496",24,"92"
"47942 - EARL PARK","18","38","249",15,"59"
"47944 - FOWLER","127","275","1,320",21,"81"
"47971 - OXFORD","53","143","783",18,"71"
"47981 - ROMNEY","27","87","328",27,"103"
"47992 - WESTPOINT","42","109","590",19,"72"
"70501 - LAFAYETTE","438","5,158","15,042",34,"133"
"70503 - LAFAYETTE","240","2,535","12,170",21,"81"
"70506 - LAFAYETTE","466","5,194","20,530",25,"98"
"70507 - LAFAYETTE","166","1,927","7,284",27,"103"
"70508 - LAFAYETTE","295","3,178","14,216",22,"87"
"70510 - ABBEVILLE","267","2,598","10,097",26,"100"
"70512 - ARNAUDVILLE","85","877","3,770",23,"91"
"70515 - BASILE","53","460","1,590",29,"113"
"70516 - BRANCH","12","113","445",25,"99"
"70517 - BREAUX BRIDGE","254","2,781","10,253",27,"106"
"70518 - BROUSSARD","133","1,349","5,269",26,"100"
"70520 - CARENCRO","181","2,084","7,518",28,"108"
"70525 - CHURCH POINT","168","1,560","4,969",31,"122"
"70526 - CROWLEY","242","2,213","7,776",29,"111"
"70528 - DELCAMBRE","29","265","922",29,"112"
"70529 - DUSON","77","902","4,213",21,"83"
"70531 - EGAN","10","86","438",20,"76"
"70532 - ELTON","42","239","1,027",23,"91"
"70533 - ERATH","75","794","3,257",24,"95"
"70535 - EUNICE","224","1,972","7,062",28,"109"
"70537 - EVANGELINE","16","127","297",43,"166"
"70542 - GUEYDAN","38","283","1,350",21,"82"
"70543 - IOTA","38","347","1,420",24,"95"
"70546 - JENNINGS","200","1,663","6,403",26,"101"
"70548 - KAPLAN","117","1,177","4,295",27,"107"
"70549 - LAKE ARTHUR","36","289","1,608",18,"70"
"70552 - LOREAUVILLE","18","153","508",30,"117"
"70554 - MAMOU","78","700","2,076",34,"131"
"70555 - MAURICE","50","574","2,683",21,"83"
"70559 - MORSE","36","327","1,625",20,"78"
"70560 - NEW IBERIA","530","4,828","15,668",31,"120"
"70563 - NEW IBERIA","198","1,570","6,298",25,"97"
"70570 - OPELOUSAS","512","4,725","15,247",31,"121"
"70577 - PORT BARRE","63","554","1,789",31,"120"
"70578 - RAYNE","201","1,911","6,598",29,"113"
"70581 - ROANOKE","6","69","307",23,"87"
"70582 - SAINT MARTINVILLE","211","2,094","7,484",28,"109"
"70583 - SCOTT","135","1,451","5,348",27,"106"
"70584 - SUNSET","86","781","2,775",28,"110"
"70586 - VILLE PLATTE","305","2,500","8,311",30,"117"
"70589 - WASHINGTON","45","363","1,314",28,"107"
"70591 - WELSH","71","574","2,040",28,"109"
"70592 - YOUNGSVILLE","135","1,446","6,859",21,"82"
"70611 - LAKE CHARLES","280","1,309","7,411",18,"69"
"70647 - IOWA","164","907","3,948",23,"89"
"70648 - KINDER","140","524","2,170",24,"94"
"70657 - RAGLEY","70","357","1,739",21,"80"
"70750 - KROTZ SPRINGS","19","154","590",26,"102"
"71358 - PALMETTO","19","159","359",44,"172"
"71367 - SAINT LANDRY","19","146","533",27,"107"
"70601 - LAKE CHARLES","1,109","4,519","14,779",31,"119"
"70605 - LAKE CHARLES","585","2,553","12,831",20,"77"
"70606 - LAKE CHARLES","9","37","204",18,"71"
"70607 - LAKE CHARLES","571","2,888","11,436",25,"98"
"70615 - LAKE CHARLES","333","1,608","5,562",29,"112"
"70630 - BELL CITY","26","125","542",23,"90"
"70631 - CAMERON","38","100","382",26,"102"
"70632 - CREOLE","13","29","161",18,"70"
"70633 - DEQUINCY","180","705","3,170",22,"87"
"70637 - DRY CREEK","7","24","299",8,"31"
"70643 - GRAND CHENIER","11","38","165",23,"90"
"70645 - HACKBERRY","28","122","558",22,"85"
"70652 - LONGVILLE","45","208","1,016",21,"80"
"70653 - MERRYVILLE","69","280","1,341",21,"81"
"70654 - MITTIE","8","26","123",21,"82"
"70655 - OBERLIN","96","282","1,076",26,"102"
"70658 - REEVES","23","82","368",22,"87"
"70660 - SINGER","37","200","978",20,"80"
"70661 - STARKS","55","243","936",26,"101"
"70662 - SUGARTOWN","4","17","127",13,"52"
"70663 - SULPHUR","558","2,495","11,716",21,"83"
"70665 - SULPHUR","156","740","4,300",17,"67"
"70668 - VINTON","152","600","2,756",22,"85"
"70669 - WESTLAKE","180","807","4,342",19,"72"
"48808 - BATH","40","429","2,089",21,"80"
"48819 - DANSVILLE","22","222","977",23,"88"
"48820 - DEWITT","144","1,441","6,109",24,"92"
"48821 - DIMONDALE","46","469","2,436",19,"75"
"48822 - EAGLE","19","201","1,128",18,"69"
"48823 - EAST LANSING","529","5,778","24,454",24,"92"
"48825 - EAST LANSING","35","660","2,218",30,"116"
"48827 - EATON RAPIDS","120","1,199","6,273",19,"74"
"48835 - FOWLER","18","190","932",20,"79"
"48842 - HOLT","162","1,718","8,239",21,"81"
"48854 - MASON","149","1,516","7,478",20,"79"
"48864 - OKEMOS","187","1,755","7,822",22,"87"
"48876 - POTTERVILLE","24","257","1,418",18,"71"
"48895 - WILLIAMSTON","82","763","3,990",19,"74"
"48906 - LANSING","286","2,855","11,779",24,"94"
"48910 - LANSING","393","4,111","15,918",26,"100"
"48911 - LANSING","408","4,338","16,346",27,"103"
"48912 - LANSING","181","1,831","7,888",23,"90"
"48915 - LANSING","105","1,092","3,913",28,"109"
"48917 - LANSING","273","2,806","13,693",21,"80"
"48933 - LANSING","45","478","1,448",33,"128"
"49096 - VERMONTVILLE","21","234","1,234",19,"74"
"49201 - JACKSON","361","3,548","15,988",22,"86"
"49202 - JACKSON","202","1,931","8,364",23,"90"
"49203 - JACKSON","383","3,731","15,118",25,"96"
"49220 - ADDISON","15","186","912",20,"79"
"49227 - ALLEN","6","53","415",13,"50"
"49230 - BROOKLYN","95","922","4,331",21,"83"
"49232 - CAMDEN","19","174","1,050",17,"64"
"49233 - CEMENT CITY","27","300","1,270",24,"92"
"49234 - CLARKLAKE","33","256","1,018",25,"98"
"49241 - HANOVER","24","207","1,054",20,"76"
"49242 - HILLSDALE","125","1,090","5,796",19,"73"
"49246 - HORTON","35","297","1,212",25,"95"
"49247 - HUDSON","47","558","2,127",26,"102"
"49249 - JEROME","26","223","1,054",21,"82"
"49250 - JONESVILLE","54","495","2,192",23,"88"
"49251 - LESLIE","61","584","2,457",24,"92"
"49254 - MICHIGAN CENTER","42","416","1,555",27,"104"
"49259 - MUNITH","27","231","1,002",23,"90"
"49262 - NORTH ADAMS","13","111","488",23,"89"
"49264 - ONONDAGA","20","209","809",26,"101"
"49266 - OSSEO","25","230","1,047",22,"85"
"49269 - PARMA","55","579","2,120",27,"106"
"49271 - PITTSFORD","28","259","1,022",25,"99"
"49272 - PLEASANT LAKE","24","206","886",23,"90"
"49277 - RIVES JUNCTION","32","320","1,264",25,"99"
"49282 - SOMERSET CENTER","2","17","134",13,"49"
"49283 - SPRING ARBOR","36","388","1,649",24,"92"
"49288 - WALDRON","13","94","499",19,"73"
"78040 - LAREDO","1,973","4,992","14,113",35,"138"
"78041 - LAREDO","1,747","4,508","14,121",32,"124"
"78043 - LAREDO","1,709","4,437","13,056",34,"132"
"78045 - LAREDO","1,476","4,135","14,758",28,"109"
"78046 - LAREDO","2,020","6,216","18,699",33,"129"
"78067 - SAN YGNACIO","51","112","288",39,"151"
"78076 - ZAPATA","451","1,271","4,109",31,"120"
"78344 - BRUNI","55","122","373",33,"127"
"78369 - MIRANDO CITY","8","20","81",25,"96"
"78564 - LOPENO","16","33","91",36,"141"
"89001 - ALAMO","1","19","421",5,"18"
"89002 - HENDERSON","120","2,762","12,248",23,"88"
"89005 - BOULDER CITY","62","1,303","6,926",19,"73"
"89007 - BUNKERVILLE","4","90","473",19,"74"
"89008 - CALIENTE","11","218","841",26,"101"
"89011 - HENDERSON","77","2,034","8,958",23,"88"
"89012 - HENDERSON","135","3,024","11,801",26,"100"
"89014 - HENDERSON","182","4,105","16,061",26,"99"
"89015 - HENDERSON","159","3,676","16,816",22,"85"
"89017 - HIKO","0","0","98",0,"0"
"89018 - INDIAN SPRINGS","4","93","490",19,"74"
"89019 - JEAN","16","350","1,192",29,"114"
"89020 - AMARGOSA VALLEY","11","228","1,028",22,"86"
"89021 - LOGANDALE","5","89","389",23,"89"
"89027 - MESQUITE","74","1,735","6,522",27,"104"
"89029 - LAUGHLIN","40","1,007","4,050",25,"97"
"89030 - NORTH LAS VEGAS","337","7,732","21,481",36,"140"
"89031 - NORTH LAS VEGAS","312","7,537","23,516",32,"125"
"89032 - NORTH LAS VEGAS","211","5,362","16,265",33,"128"
"89034 - MESQUITE","5","127","607",21,"81"
"89039 - CAL NEV ARI","1","18","363",5,"19"
"89040 - OVERTON","29","475","2,341",20,"79"
"89043 - PIOCHE","4","87","672",13,"50"
"89044 - HENDERSON","61","1,674","6,601",25,"99"
"89045 - ROUND MOUNTAIN","14","263","870",30,"118"
"89046 - SEARCHLIGHT","4","69","263",26,"102"
"89048 - PAHRUMP","75","2,004","8,695",23,"90"
"89049 - TONOPAH","9","174","998",17,"68"
"89052 - HENDERSON","233","5,572","20,651",27,"105"
"89060 - PAHRUMP","46","1,248","4,588",27,"106"
"89061 - PAHRUMP","16","446","2,490",18,"70"
"89074 - HENDERSON","249","5,380","20,193",27,"104"
"89081 - NORTH LAS VEGAS","129","3,363","11,367",30,"115"
"89084 - NORTH LAS VEGAS","86","2,268","8,329",27,"106"
"89085 - NORTH LAS VEGAS","17","476","1,205",40,"154"
"89086 - NORTH LAS VEGAS","16","519","1,994",26,"101"
"89101 - LAS VEGAS","280","6,429","21,065",31,"119"
"89102 - LAS VEGAS","212","4,914","16,096",31,"119"
"89103 - LAS VEGAS","267","6,533","24,908",26,"102"
"89104 - LAS VEGAS","246","5,696","18,885",30,"117"
"89106 - LAS VEGAS","164","3,599","11,298",32,"124"
"89107 - LAS VEGAS","227","5,147","16,104",32,"124"
"89108 - LAS VEGAS","408","9,700","30,269",32,"125"
"89109 - LAS VEGAS","44","996","3,615",28,"107"
"89110 - LAS VEGAS","417","9,427","29,443",32,"125"
"89113 - LAS VEGAS","102","2,651","9,925",27,"104"
"89115 - LAS VEGAS","338","8,361","23,659",35,"138"
"89117 - LAS VEGAS","268","6,226","25,409",25,"95"
"89118 - LAS VEGAS","94","2,184","9,160",24,"93"
"89119 - LAS VEGAS","296","7,423","23,390",32,"123"
"89120 - LAS VEGAS","117","2,662","10,885",25,"95"
"89121 - LAS VEGAS","335","8,346","30,029",28,"108"
"89122 - LAS VEGAS","238","6,004","20,531",29,"114"
"89123 - LAS VEGAS","231","5,761","23,642",24,"95"
"89124 - LAS VEGAS","26","814","3,000",27,"106"
"89128 - LAS VEGAS","203","4,307","15,665",28,"107"
"89129 - LAS VEGAS","235","5,424","20,886",26,"101"
"89130 - LAS VEGAS","159","3,856","13,605",28,"110"
"89131 - LAS VEGAS","174","3,897","15,729",25,"96"
"89134 - LAS VEGAS","112","2,471","11,703",21,"82"
"89135 - LAS VEGAS","122","2,882","10,689",27,"105"
"89138 - LAS VEGAS","42","906","4,438",20,"79"
"89139 - LAS VEGAS","143","3,727","12,380",30,"117"
"89141 - LAS VEGAS","121","2,879","9,383",31,"119"
"89142 - LAS VEGAS","160","4,075","14,101",29,"112"
"89143 - LAS VEGAS","56","1,298","4,724",28,"107"
"89144 - LAS VEGAS","81","1,848","7,475",25,"96"
"89145 - LAS VEGAS","107","2,288","10,217",22,"87"
"89146 - LAS VEGAS","105","2,589","8,658",30,"116"
"89147 - LAS VEGAS","243","5,758","22,107",26,"101"
"89148 - LAS VEGAS","172","4,541","16,203",28,"109"
"89149 - LAS VEGAS","151","3,065","12,130",25,"98"
"89156 - LAS VEGAS","133","3,228","11,239",29,"112"
"89158 - LAS VEGAS","5","44","60",73,"285"
"89161 - LAS VEGAS","4","132","467",28,"110"
"89166 - LAS VEGAS","51","903","3,748",24,"94"
"89169 - LAS VEGAS","147","3,667","11,871",31,"120"
"89178 - LAS VEGAS","117","3,461","10,616",33,"127"
"89179 - LAS VEGAS","14","362","1,240",29,"114"
"89183 - LAS VEGAS","159","3,984","14,922",27,"104"
"40003 - BAGDAD","5","111","766",15,"56"
"40009 - BRADFORDSVILLE","5","91","456",20,"78"
"40012 - CHAPLIN","3","70","349",20,"78"
"40046 - MOUNT EDEN","7","168","740",23,"88"
"40076 - WADDY","8","230","1,204",19,"74"
"40311 - CARLISLE","38","649","2,748",24,"92"
"40312 - CLAY CITY","39","680","2,168",31,"122"
"40313 - CLEARFIELD","11","199","1,054",19,"73"
"40316 - DENNISTON","0","0","40",0,"0"
"40322 - FRENCHBURG","16","270","1,204",22,"87"
"40324 - GEORGETOWN","222","4,463","19,001",24,"91"
"40328 - GRAVEL SWITCH","5","88","416",21,"82"
"40330 - HARRODSBURG","83","1,519","8,103",19,"73"
"40336 - IRVINE","72","1,126","5,313",21,"82"
"40337 - JEFFERSONVILLE","28","574","2,261",25,"99"
"40342 - LAWRENCEBURG","97","1,837","8,638",21,"83"
"40346 - MEANS","5","94","357",26,"102"
"40347 - MIDWAY","10","142","1,187",12,"47"
"40350 - MOOREFIELD","3","62","155",40,"156"
"40353 - MOUNT STERLING","110","2,072","9,041",23,"89"
"40356 - NICHOLASVILLE","196","3,761","16,923",22,"86"
"40358 - OLYMPIA","3","58","372",16,"61"
"40360 - OWINGSVILLE","35","632","2,635",24,"93"
"40361 - PARIS","95","1,563","7,644",20,"80"
"40370 - SADIEVILLE","17","298","1,428",21,"81"
"40371 - SALT LICK","12","211","1,302",16,"63"
"40372 - SALVISA","12","195","940",21,"81"
"40374 - SHARPSBURG","10","171","825",21,"81"
"40376 - SLADE","0","0","27",0,"0"
"40379 - STAMPING GROUND","13","259","1,496",17,"67"
"40380 - STANTON","39","638","2,609",25,"95"
"40383 - VERSAILLES","88","1,711","9,473",18,"70"
"40385 - WACO","14","261","1,466",18,"69"
"40387 - WELLINGTON","12","164","815",20,"78"
"40390 - WILMORE","24","440","2,933",15,"58"
"40391 - WINCHESTER","168","2,910","14,527",20,"78"
"40402 - ANNVILLE","22","431","1,250",35,"134"
"40403 - BEREA","99","1,991","10,207",20,"76"
"40409 - BRODHEAD","20","324","1,443",23,"87"
"40419 - CRAB ORCHARD","25","460","1,930",24,"93"
"40422 - DANVILLE","143","2,365","9,821",24,"94"
"40437 - HUSTONVILLE","28","472","1,942",24,"95"
"40440 - JUNCTION CITY","11","176","911",19,"75"
"40442 - KINGS MOUNTAIN","5","80","440",18,"71"
"40444 - LANCASTER","64","1,150","5,714",20,"78"
"40445 - LIVINGSTON","9","113","407",28,"108"
"40447 - MC KEE","32","596","3,177",19,"73"
"40456 - MOUNT VERNON","52","870","3,990",22,"85"
"40460 - ORLANDO","2","19","283",7,"26"
"40461 - PAINT LICK","12","235","1,118",21,"82"
"40464 - PARKSVILLE","6","113","534",21,"82"
"40468 - PERRYVILLE","14","207","747",28,"108"
"40472 - RAVENNA","6","83","645",13,"50"
"40475 - RICHMOND","256","5,044","24,304",21,"81"
"40481 - SANDGAP","2","48","152",32,"123"
"40484 - STANFORD","52","871","4,917",18,"69"
"40486 - TYNER","13","230","972",24,"92"
"40489 - WAYNESBURG","16","291","1,633",18,"69"
"40502 - LEXINGTON","128","2,316","13,050",18,"69"
"40503 - LEXINGTON","136","2,682","13,100",21,"80"
"40504 - LEXINGTON","143","3,065","12,311",25,"97"
"40505 - LEXINGTON","149","2,954","12,645",23,"91"
"40507 - LEXINGTON","12","284","1,251",23,"88"
"40508 - LEXINGTON","165","3,408","13,954",24,"95"
"40509 - LEXINGTON","153","2,856","13,847",21,"80"
"40510 - LEXINGTON","6","78","446",18,"68"
"40511 - LEXINGTON","177","3,512","14,328",25,"95"
"40513 - LEXINGTON","45","967","4,171",23,"90"
"40514 - LEXINGTON","49","971","5,605",17,"67"
"40515 - LEXINGTON","143","2,690","13,910",19,"75"
"40516 - LEXINGTON","13","199","986",20,"79"
"40517 - LEXINGTON","160","3,433","16,707",21,"80"
"40601 - FRANKFORT","290","5,558","22,135",25,"98"
"40701 - CORBIN","129","2,205","11,495",19,"75"
"40729 - EAST BERNSTADT","25","458","2,163",21,"82"
"40734 - GRAY","10","185","1,455",13,"49"
"40737 - KEAVY","3","78","434",18,"70"
"40740 - LILY","14","290","993",29,"114"
"40741 - LONDON","99","1,731","9,135",19,"74"
"40744 - LONDON","73","1,436","7,400",19,"76"
"40759 - ROCKHOLDS","16","306","1,062",29,"112"
"40763 - SILER","3","27","154",18,"68"
"40771 - WOODBINE","3","66","402",16,"64"
"40903 - ARTEMUS","3","49","306",16,"62"
"40906 - BARBOURVILLE","52","894","4,340",21,"80"
"40914 - BIG CREEK","4","44","225",20,"76"
"40915 - BIMBLE","5","108","459",24,"92"
"40921 - BRYANTS STORE","3","49","120",41,"159"
"40923 - CANNON","3","75","545",14,"54"
"40935 - FLAT LICK","17","273","1,210",23,"88"
"40943 - GIRDLER","7","131","241",54,"212"
"40946 - GREEN ROAD","1","20","84",24,"93"
"40949 - HEIDRICK","5","108","358",30,"117"
"40953 - HINKLE","3","67","285",24,"91"
"40962 - MANCHESTER","135","1,976","6,775",29,"113"
"40972 - ONEIDA","13","153","472",32,"126"
"40982 - SCALF","0","0","48",0,"0"
"40983 - SEXTONS CREEK","0","0","72",0,"0"
"40995 - TROSPER","0","0","12",0,"0"
"40997 - WALKER","4","66","138",48,"186"
"41039 - EWING","16","275","943",29,"113"
"41041 - FLEMINGSBURG","37","700","2,880",24,"95"
"41049 - HILLSBORO","8","126","875",14,"56"
"41301 - CAMPTON","38","621","2,371",26,"102"
"41310 - BAYS","0","0","8",0,"0"
"41311 - BEATTYVILLE","41","594","2,641",23,"88"
"41314 - BOONEVILLE","22","315","1,868",17,"66"
"41317 - CLAYHOLE","3","31","125",25,"97"
"41332 - HAZEL GREEN","7","115","540",21,"83"
"41339 - JACKSON","57","845","3,687",23,"89"
