yesMeatAlt,noMeatAlt,income,gender,age,race
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,OTHER NON-HISPANIC  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,OTHER NON-HISPANIC  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,OTHER NON-HISPANIC  
1,0," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
1,0," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
1,0," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
1,0," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
1,0," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
1,0," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
1,0," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
1,0," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
1,0," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
1,0," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 55 - 64 ,HISPANIC OR LATINO  
1,0," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", MALE , 65+ ,"BLACK, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"BLACK, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"ASIAN, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"ASIAN, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"ASIAN, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"ASIAN, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,OTHER NON-HISPANIC  
0,1," $60,000 - $74,999 ", MALE , 65+ ,OTHER NON-HISPANIC  
1,0," $60,000 - $74,999 ", MALE , 65+ ,HISPANIC OR LATINO  
1,0," $60,000 - $74,999 ", MALE , 65+ ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 65+ ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 65+ ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 65+ ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 65+ ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 65+ ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 65+ ,HISPANIC OR LATINO  
1,0," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", MALE , 65+ ,"BLACK, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"BLACK, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"ASIAN, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"ASIAN, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"ASIAN, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,"ASIAN, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", MALE , 65+ ,OTHER NON-HISPANIC  
0,1," $60,000 - $74,999 ", MALE , 65+ ,OTHER NON-HISPANIC  
1,0," $60,000 - $74,999 ", MALE , 65+ ,HISPANIC OR LATINO  
1,0," $60,000 - $74,999 ", MALE , 65+ ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 65+ ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 65+ ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 65+ ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 65+ ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 65+ ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", MALE , 65+ ,HISPANIC OR LATINO  
1,0," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"BLACK, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"BLACK, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"ASIAN, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"ASIAN, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 18 - 24 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,HISPANIC OR LATINO  
1,0," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"BLACK, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"BLACK, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"ASIAN, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,"ASIAN, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 18 - 24 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,HISPANIC OR LATINO  
0,1," $60,000 - $74,999 ", FEMALE , 18 - 24 ,HISPANIC OR LATINO  
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"WHITE, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"BLACK, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"BLACK, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"BLACK, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"BLACK, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"BLACK, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"BLACK, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"BLACK, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"ASIAN, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"ASIAN, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"ASIAN, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"ASIAN, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"ASIAN, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"ASIAN, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"ASIAN, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"ASIAN, NON-HISPANIC  "
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"ASIAN, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"ASIAN, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"ASIAN, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"ASIAN, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"ASIAN, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,"ASIAN, NON-HISPANIC  "
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,OTHER NON-HISPANIC  
0,1," $60,000 - $74,999 ", FEMALE , 25 - 34 ,OTHER NON-HISPANIC  
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,HISPANIC OR LATINO  
1,0," $60,000 - $74,999 ", FEMALE , 25 - 34 ,HISPANIC OR LATINO  
