STUDY NAME: Fall 2020 SimmonsLOCAL,,,,,
STUDY WEIGHT TYPE: Household,,,,,
BASE: Study Universe,,,,,
TARGET: MEAT ALTERNATIVES - HH USES?: NO,,,,,
,,,,,
Geographies,Target Sample,Target Weighted,Base Weighted,Horizontal %,Index
"55020 - ELKO NEW MARKET","18","1,197","1,338",90,"122"
"55021 - FARIBAULT","182","8,645","11,286",77,"105"
"55024 - FARMINGTON","127","7,935","11,699",68,"93"
"55025 - FOREST LAKE","148","8,016","10,130",79,"108"
"55026 - FRONTENAC","5","236","280",84,"115"
"55027 - GOODHUE","17","828","1,112",75,"102"
"55030 - GRASSTON","7","427","774",55,"75"
"55031 - HAMPTON","13","871","1,109",79,"107"
"55032 - HARRIS","16","850","1,380",62,"84"
"55033 - HASTINGS","174","10,632","12,857",83,"113"
"55036 - HENRIETTE","1","60","60",100,"137"
"55037 - HINCKLEY","30","1,413","2,113",67,"91"
"55038 - HUGO","97","6,417","8,395",76,"104"
"55040 - ISANTI","51","2,956","4,367",68,"92"
"55041 - LAKE CITY","50","2,428","3,264",74,"102"
"55042 - LAKE ELMO","42","2,447","3,390",72,"99"
"55043 - LAKELAND","29","1,317","1,606",82,"112"
"55044 - LAKEVILLE","238","13,949","17,728",79,"107"
"55045 - LINDSTROM","42","2,437","2,945",83,"113"
"55046 - LONSDALE","26","1,342","1,652",81,"111"
"55047 - MARINE ON SAINT CROIX","22","1,009","1,151",88,"120"
"55049 - MEDFORD","14","663","708",94,"128"
"55051 - MORA","64","3,234","4,161",78,"106"
"55052 - MORRISTOWN","16","667","804",83,"113"
"55053 - NERSTRAND","6","263","301",87,"119"
"55054 - ELKO NEW MARKET","6","431","791",55,"74"
"55055 - NEWPORT","24","1,235","1,466",84,"115"
"55056 - NORTH BRANCH","79","4,041","5,093",79,"108"
"55057 - NORTHFIELD","133","6,910","9,378",74,"101"
"55060 - OWATONNA","166","9,020","11,908",76,"103"
"55063 - PINE CITY","51","2,658","3,293",81,"110"
"55065 - RANDOLPH","5","325","325",100,"137"
"55066 - RED WING","118","6,035","7,857",77,"105"
"55068 - ROSEMOUNT","149","8,609","10,709",80,"110"
"55069 - RUSH CITY","32","1,739","2,274",77,"104"
"55070 - SAINT FRANCIS","31","1,835","2,731",67,"92"
"55071 - SAINT PAUL PARK","31","2,030","2,456",83,"113"
"55072 - SANDSTONE","30","1,830","2,015",91,"124"
"55073 - SCANDIA","22","1,214","1,621",75,"102"
"55074 - SHAFER","8","504","504",100,"137"
"55075 - SOUTH SAINT PAUL","139","7,192","9,130",79,"108"
"55076 - INVER GROVE HEIGHTS","126","7,305","9,204",79,"108"
"55077 - INVER GROVE HEIGHTS","75","3,853","5,122",75,"103"
"55079 - STACY","49","2,872","3,486",82,"112"
"55080 - STANCHFIELD","12","597","935",64,"87"
"55082 - STILLWATER","200","11,534","14,559",79,"108"
"55084 - TAYLORS FALLS","10","585","822",71,"97"
"55087 - WARSAW","1","31","31",100,"137"
"55088 - WEBSTER","10","507","603",84,"115"
"55089 - WELCH","11","560","767",73,"100"
"55092 - WYOMING","55","2,904","3,836",76,"103"
"55101 - SAINT PAUL","37","2,417","2,957",82,"112"
"55102 - SAINT PAUL","123","6,457","8,929",72,"99"
"55103 - SAINT PAUL","77","4,181","6,219",67,"92"
"55104 - SAINT PAUL","296","14,692","20,118",73,"100"
"55105 - SAINT PAUL","182","8,917","11,006",81,"111"
"55106 - SAINT PAUL","293","15,168","21,393",71,"97"
"55107 - SAINT PAUL","95","4,339","5,820",75,"102"
"55108 - SAINT PAUL","104","5,532","6,728",82,"112"
"55109 - SAINT PAUL","200","10,779","13,727",79,"107"
"55110 - SAINT PAUL","224","11,693","15,163",77,"105"
"55112 - SAINT PAUL","230","12,524","17,602",71,"97"
"55113 - SAINT PAUL","251","13,828","17,482",79,"108"
"55114 - SAINT PAUL","23","1,289","1,713",75,"103"
"55115 - SAINT PAUL","57","2,930","4,095",72,"98"
"55116 - SAINT PAUL","168","8,130","10,363",79,"107"
"55117 - SAINT PAUL","226","12,889","18,058",71,"97"
"55118 - SAINT PAUL","180","9,665","12,574",77,"105"
"55119 - SAINT PAUL","227","11,884","15,816",75,"103"
"55120 - SAINT PAUL","20","1,080","1,929",56,"76"
"55121 - SAINT PAUL","49","2,516","3,587",70,"96"
"55122 - SAINT PAUL","175","9,731","13,026",75,"102"
"55123 - SAINT PAUL","131","7,466","9,834",76,"104"
"55124 - SAINT PAUL","254","15,816","20,417",78,"106"
"55125 - SAINT PAUL","226","13,526","17,292",78,"107"
"55126 - SAINT PAUL","145","8,130","10,671",76,"104"
"55127 - SAINT PAUL","103","5,504","6,777",81,"111"
"55128 - SAINT PAUL","157","9,039","12,529",72,"98"
"55129 - SAINT PAUL","69","5,205","6,865",76,"104"
"55130 - SAINT PAUL","91","4,924","7,176",69,"94"
"55301 - ALBERTVILLE","41","2,896","3,525",82,"112"
"55302 - ANNANDALE","46","2,632","3,355",79,"107"
"55303 - ANOKA","259","14,129","18,535",76,"104"
"55304 - ANDOVER","260","13,827","16,947",82,"111"
"55305 - HOPKINS","118","6,838","9,207",74,"101"
"55306 - BURNSVILLE","83","4,882","6,325",77,"105"
"55307 - ARLINGTON","22","960","997",96,"131"
"55308 - BECKER","37","2,166","2,801",77,"106"
"55309 - BIG LAKE","82","4,908","6,579",75,"102"
"55310 - BIRD ISLAND","13","646","689",94,"128"
"55311 - MAPLE GROVE","142","8,917","12,841",69,"95"
"55312 - BROWNTON","10","451","621",73,"99"
"55313 - BUFFALO","117","7,163","9,945",72,"98"
"55314 - BUFFALO LAKE","13","538","613",88,"120"
"55315 - CARVER","20","1,540","1,823",85,"115"
"55316 - CHAMPLIN","122","7,095","9,443",75,"103"
"55317 - CHANHASSEN","97","5,924","8,033",74,"101"
"55318 - CHASKA","128","8,367","11,118",75,"103"
"55319 - CLEAR LAKE","31","1,665","2,138",78,"106"
"55320 - CLEARWATER","29","1,693","1,954",87,"118"
"55321 - COKATO","33","1,855","2,106",88,"120"
"55322 - COLOGNE","16","978","1,411",69,"95"
"55324 - DARWIN","12","586","750",78,"107"
"55325 - DASSEL","25","1,193","1,532",78,"106"
"55327 - DAYTON","17","1,066","1,310",81,"111"
"55328 - DELANO","42","2,422","3,267",74,"101"
"55329 - EDEN VALLEY","16","676","851",79,"108"
"55330 - ELK RIVER","185","11,377","14,358",79,"108"
"55331 - EXCELSIOR","118","6,135","7,556",81,"111"
"55332 - FAIRFAX","14","550","804",68,"93"
"55334 - GAYLORD","20","957","1,233",78,"106"
"55335 - GIBBON","15","595","694",86,"117"
"55336 - GLENCOE","51","2,331","3,178",73,"100"
"55337 - BURNSVILLE","248","15,658","20,117",78,"106"
"55338 - GREEN ISLE","11","468","499",94,"128"
"55339 - HAMBURG","9","589","589",100,"137"
"55340 - HAMEL","42","2,448","2,945",83,"113"
"55341 - HANOVER","12","768","1,193",64,"88"
"55342 - HECTOR","17","785","1,042",75,"103"
"55343 - HOPKINS","164","9,370","11,597",81,"110"
"55344 - EDEN PRAIRIE","81","4,743","6,289",75,"103"
"55345 - MINNETONKA","130","6,667","9,023",74,"101"
"55346 - EDEN PRAIRIE","95","4,981","6,971",72,"98"
"55347 - EDEN PRAIRIE","146","9,103","11,954",76,"104"
"55349 - HOWARD LAKE","22","1,262","1,814",70,"95"
"55350 - HUTCHINSON","111","5,601","7,396",76,"103"
"55352 - JORDAN","39","2,428","3,224",75,"103"
"55353 - KIMBALL","20","989","1,131",87,"119"
"55354 - LESTER PRAIRIE","13","650","848",77,"105"
"55355 - LITCHFIELD","66","3,199","3,892",82,"112"
"55356 - LONG LAKE","35","1,721","2,214",78,"106"
"55357 - LORETTO","14","770","1,028",75,"102"
"55358 - MAPLE LAKE","24","1,295","1,801",72,"98"
"55359 - MAPLE PLAIN","38","2,203","2,800",79,"107"
"55360 - MAYER","16","1,059","1,179",90,"123"
"55362 - MONTICELLO","90","5,863","7,577",77,"106"
"55363 - MONTROSE","27","1,638","1,972",83,"113"
"55364 - MOUND","93","4,630","6,023",77,"105"
"55367 - NEW GERMANY","8","454","615",74,"101"
"55368 - NORWOOD YOUNG AMERICA","9","619","619",100,"137"
"55369 - OSSEO","203","10,858","14,181",77,"105"
"55370 - PLATO","9","472","559",84,"115"
"55371 - PRINCETON","97","5,476","6,894",79,"108"
"55372 - PRIOR LAKE","151","9,719","12,103",80,"110"
"55373 - ROCKFORD","33","1,884","2,460",77,"105"
"55374 - ROGERS","62","4,118","4,718",87,"119"
"55375 - SAINT BONIFACIUS","16","1,077","1,446",75,"102"
"55376 - SAINT MICHAEL","74","4,862","5,867",83,"113"
"55378 - SAVAGE","147","8,005","10,264",78,"106"
"55379 - SHAKOPEE","188","12,713","17,538",73,"99"
"55381 - SILVER LAKE","12","529","741",71,"97"
"55382 - SOUTH HAVEN","28","1,526","1,890",81,"110"
"55384 - SPRING PARK","14","808","808",100,"137"
"55385 - STEWART","8","381","568",67,"92"
"55386 - VICTORIA","38","2,610","2,872",91,"124"
"55387 - WACONIA","51","3,733","4,954",75,"103"
"55388 - WATERTOWN","31","1,732","2,153",80,"110"
"55389 - WATKINS","19","758","976",78,"106"
"55390 - WAVERLY","11","707","840",84,"115"
"55391 - WAYZATA","94","4,661","6,217",75,"102"
"55395 - WINSTED","18","1,059","1,264",84,"114"
"55396 - WINTHROP","18","650","771",84,"115"
"55397 - YOUNG AMERICA","17","1,203","1,431",84,"115"
"55398 - ZIMMERMAN","78","4,925","6,091",81,"110"
"55401 - MINNEAPOLIS","50","3,249","4,211",77,"105"
"55402 - MINNEAPOLIS","1","58","58",100,"137"
"55403 - MINNEAPOLIS","119","7,186","9,291",77,"106"
"55404 - MINNEAPOLIS","179","11,766","14,752",80,"109"
"55405 - MINNEAPOLIS","87","5,024","7,430",68,"92"
"55406 - MINNEAPOLIS","257","12,752","16,279",78,"107"
"55407 - MINNEAPOLIS","224","11,549","16,679",69,"95"
"55408 - MINNEAPOLIS","220","12,052","15,603",77,"105"
"55409 - MINNEAPOLIS","86","3,983","5,273",76,"103"
"55410 - MINNEAPOLIS","142","6,202","8,147",76,"104"
"55411 - MINNEAPOLIS","163","7,656","11,510",67,"91"
"55412 - MINNEAPOLIS","147","7,090","9,595",74,"101"
"55413 - MINNEAPOLIS","86","4,754","6,662",71,"97"
"55414 - MINNEAPOLIS","184","12,396","17,666",70,"96"
"55415 - MINNEAPOLIS","14","748","844",89,"121"
"55416 - MINNEAPOLIS","196","10,638","13,805",77,"105"
"55417 - MINNEAPOLIS","186","8,477","10,802",79,"107"
"55418 - MINNEAPOLIS","200","10,739","14,120",76,"104"
"55419 - MINNEAPOLIS","191","8,875","11,639",76,"104"
"55420 - MINNEAPOLIS","142","8,102","10,275",79,"108"
"55421 - MINNEAPOLIS","170","8,990","11,912",76,"103"
"55422 - MINNEAPOLIS","206","10,646","13,460",79,"108"
"55423 - MINNEAPOLIS","226","12,392","16,840",74,"100"
"55424 - MINNEAPOLIS","62","2,902","3,804",76,"104"
"55425 - MINNEAPOLIS","65","3,377","4,172",81,"111"
"55426 - MINNEAPOLIS","157","8,558","11,830",72,"99"
"55427 - MINNEAPOLIS","149","7,942","10,380",77,"104"
"55428 - MINNEAPOLIS","179","10,023","13,482",74,"101"
"55429 - MINNEAPOLIS","159","8,801","12,736",69,"94"
"55430 - MINNEAPOLIS","140","7,130","9,467",75,"103"
"55431 - MINNEAPOLIS","129","6,743","8,751",77,"105"
"55432 - MINNEAPOLIS","194","10,265","12,959",79,"108"
"55433 - MINNEAPOLIS","219","11,177","14,049",80,"109"
"55434 - MINNEAPOLIS","181","9,189","11,914",77,"105"
"55435 - MINNEAPOLIS","75","4,198","5,853",72,"98"
"55436 - MINNEAPOLIS","82","4,267","5,514",77,"106"
"55437 - MINNEAPOLIS","122","6,192","8,220",75,"103"
"55438 - MINNEAPOLIS","107","5,745","7,370",78,"106"
"55439 - MINNEAPOLIS","58","2,777","3,574",78,"106"
"55441 - MINNEAPOLIS","104","5,911","8,149",73,"99"
"55442 - MINNEAPOLIS","78","4,745","6,150",77,"105"
"55443 - MINNEAPOLIS","165","9,735","13,161",74,"101"
"55444 - MINNEAPOLIS","96","5,020","6,533",77,"105"
"55445 - MINNEAPOLIS","49","2,755","3,829",72,"98"
"55446 - MINNEAPOLIS","98","5,864","7,311",80,"110"
"55447 - MINNEAPOLIS","128","6,850","9,379",73,"100"
"55448 - MINNEAPOLIS","184","9,311","11,339",82,"112"
"55449 - MINNEAPOLIS","124","6,365","8,633",74,"101"
"55454 - MINNEAPOLIS","48","3,612","4,916",74,"100"
"55455 - MINNEAPOLIS","1","91","203",45,"61"
"55704 - ASKOV","9","449","519",87,"118"
"55712 - BRUNO","2","100","225",44,"61"
"55735 - FINLAYSON","11","516","622",83,"113"
"55760 - MCGREGOR","24","1,097","1,411",78,"106"
"55785 - SWATARA","1","40","69",58,"79"
"55795 - WILLOW RIVER","17","851","951",90,"122"
"55906 - ROCHESTER","1,035","6,746","8,531",79,"108"
"55917 - BLOOMING PRAIRIE","61","1,039","1,409",74,"101"
"55924 - CLAREMONT","73","553","681",81,"111"
"55932 - ELGIN","35","678","759",89,"122"
"55945 - KELLOGG","14","641","641",100,"137"
"55946 - KENYON","24","1,086","1,391",78,"107"
"55956 - MAZEPPA","7","293","711",41,"56"
"55957 - MILLVILLE","2","70","186",38,"51"
"55963 - PINE ISLAND","99","1,611","2,063",78,"107"
"55968 - READS LANDING","1","34","66",52,"70"
"55981 - WABASHA","26","1,245","1,658",75,"103"
"55983 - WANAMINGO","9","402","679",59,"81"
"55985 - WEST CONCORD","128","665","804",83,"113"
"55991 - ZUMBRO FALLS","15","655","706",93,"127"
"55992 - ZUMBROTA","30","1,583","1,816",87,"119"
"56003 - MANKATO","84","4,563","6,023",76,"103"
"56011 - BELLE PLAINE","43","2,730","3,492",78,"107"
"56014 - BRICELYN","1","27","95",28,"39"
"56017 - CLEVELAND","9","426","506",84,"115"
"56021 - COURTLAND","6","326","417",78,"107"
"56023 - DELAVAN","4","177","245",72,"99"
"56026 - ELLENDALE","29","645","720",90,"122"
"56028 - ELYSIAN","9","398","533",75,"102"
"56033 - FROST","2","122","152",80,"110"
"56044 - HENDERSON","14","645","848",76,"104"
"56051 - KIESTER","8","443","498",89,"121"
"56052 - KILKENNY","4","200","200",100,"137"
"56054 - LAFAYETTE","4","193","317",61,"83"
"56057 - LE CENTER","22","1,205","1,621",74,"101"
"56058 - LE SUEUR","42","2,035","2,465",83,"113"
"56069 - MONTGOMERY","29","1,491","1,875",80,"109"
"56071 - NEW PRAGUE","61","3,511","4,503",78,"106"
"56072 - NEW RICHLAND","27","761","813",94,"128"
"56074 - NICOLLET","15","576","658",88,"120"
"56082 - SAINT PETER","75","4,122","5,616",73,"100"
"56091 - WALDORF","4","165","165",100,"137"
"56093 - WASECA","83","4,323","5,155",84,"114"
"56096 - WATERVILLE","22","959","1,141",84,"115"
"56097 - WELLS","42","1,215","1,435",85,"116"
"56101 - WINDOM","45","1,982","2,398",83,"113"
"56115 - BALATON","12","398","531",75,"102"
"56118 - BINGHAM LAKE","5","286","286",100,"137"
"56119 - BREWSTER","37","383","461",83,"113"
"56131 - FULDA","86","831","996",83,"114"
"56132 - GARVIN","13","285","329",87,"118"
"56137 - HERON LAKE","6","239","274",87,"119"
"56143 - JACKSON","43","1,812","1,948",93,"127"
"56145 - JEFFERS","3","96","186",52,"70"
"56150 - LAKEFIELD","16","603","1,063",57,"77"
"56152 - LAMBERTON","9","392","485",81,"110"
"56157 - LYND","3","138","138",100,"137"
"56161 - OKABENA","3","168","168",100,"137"
"56166 - REVERE","4","161","161",100,"137"
"56167 - ROUND LAKE","22","257","318",81,"110"
"56169 - RUSSELL","5","177","259",68,"93"
"56174 - STORDEN","7","225","253",89,"121"
"56175 - TRACY","31","869","1,195",73,"99"
"56180 - WALNUT GROVE","10","388","478",81,"111"
"56183 - WESTBROOK","16","406","488",83,"114"
"56187 - WORTHINGTON","458","4,113","5,458",75,"103"
"56201 - WILLMAR","132","7,199","9,659",75,"102"
"56207 - ALBERTA","3","84","110",76,"104"
"56208 - APPLETON","20","860","1,062",81,"111"
"56209 - ATWATER","19","905","996",91,"124"
"56211 - BEARDSLEY","3","126","180",70,"96"
"56212 - BELLINGHAM","2","91","160",57,"78"
"56214 - BELVIEW","4","197","232",85,"116"
"56215 - BENSON","38","1,610","2,141",75,"103"
"56216 - BLOMKEST","6","272","310",88,"120"
"56218 - BOYD","8","259","259",100,"137"
"56219 - BROWNS VALLEY","4","136","265",51,"70"
"56220 - CANBY","25","1,021","1,231",83,"113"
"56221 - CHOKIO","6","176","233",76,"103"
"56222 - CLARA CITY","17","707","808",88,"119"
"56223 - CLARKFIELD","10","420","553",76,"104"
"56224 - CLEMENTS","3","121","121",100,"137"
"56225 - CLINTON","3","140","243",58,"79"
"56228 - COSMOS","7","338","487",69,"95"
"56229 - COTTONWOOD","11","482","619",78,"106"
"56230 - DANUBE","11","447","474",94,"129"
"56231 - DANVERS","0","0","41",0,"0"
"56232 - DAWSON","12","578","748",77,"105"
"56235 - DONNELLY","6","262","352",74,"102"
"56236 - DUMONT","3","137","205",67,"91"
"56237 - ECHO","3","93","165",56,"77"
"56239 - GHENT","2","75","115",65,"89"
"56240 - GRACEVILLE","7","250","430",58,"79"
"56241 - GRANITE FALLS","41","1,929","2,018",96,"131"
"56243 - GROVE CITY","14","569","778",73,"100"
"56244 - HANCOCK","10","426","464",92,"125"
"56245 - HANLEY FALLS","4","145","175",83,"113"
"56248 - HERMAN","6","254","333",76,"104"
"56251 - KANDIYOHI","6","215","448",48,"66"
"56252 - KERKHOVEN","7","273","366",75,"102"
"56253 - LAKE LILLIAN","8","331","465",71,"97"
"56255 - LUCAN","3","114","184",62,"85"
"56256 - MADISON","25","1,018","1,212",84,"115"
"56257 - MARIETTA","4","203","272",75,"102"
"56258 - MARSHALL","98","5,022","6,625",76,"103"
"56260 - MAYNARD","3","140","194",72,"99"
"56262 - MILAN","7","350","403",87,"119"
"56263 - MILROY","7","271","271",100,"137"
"56264 - MINNEOTA","15","602","816",74,"101"
"56265 - MONTEVIDEO","58","2,604","3,267",80,"109"
"56267 - MORRIS","51","2,350","2,754",85,"116"
"56270 - MORTON","7","258","300",86,"117"
"56271 - MURDOCK","11","484","604",80,"109"
"56273 - NEW LONDON","18","957","1,743",55,"75"
"56274 - NORCROSS","1","38","38",100,"137"
"56276 - ODESSA","4","201","261",77,"105"
"56277 - OLIVIA","17","881","1,154",76,"104"
"56278 - ORTONVILLE","22","876","1,080",81,"111"
"56279 - PENNOCK","11","476","510",93,"127"
"56280 - PORTER","6","176","183",96,"131"
"56281 - PRINSBURG","7","277","277",100,"137"
"56282 - RAYMOND","10","434","635",68,"93"
"56283 - REDWOOD FALLS","56","2,744","3,036",90,"123"
"56284 - RENVILLE","14","640","735",87,"119"
"56285 - SACRED HEART","6","303","428",71,"97"
"56287 - SEAFORTH","1","35","35",100,"137"
"56288 - SPICER","26","1,359","1,852",73,"100"
"56289 - SUNBURG","9","355","389",91,"125"
"56291 - TAUNTON","8","231","231",100,"137"
"56292 - VESTA","2","60","60",100,"137"
"56293 - WABASSO","8","344","412",84,"114"
"56295 - WATSON","2","93","93",100,"137"
"56296 - WHEATON","19","756","929",81,"111"
"56297 - WOOD LAKE","9","354","354",100,"137"
"56301 - SAINT CLOUD","201","11,026","14,446",76,"104"
"56303 - SAINT CLOUD","158","7,909","10,389",76,"104"
"56304 - SAINT CLOUD","98","5,690","7,438",77,"104"
"56307 - ALBANY","32","1,718","1,929",89,"122"
"56308 - ALEXANDRIA","135","8,396","10,690",79,"107"
"56310 - AVON","32","1,855","2,350",79,"108"
"56311 - BARRETT","5","230","312",74,"101"
"56312 - BELGRADE","17","734","879",84,"114"
"56314 - BOWLUS","7","280","389",72,"98"
"56316 - BROOTEN","16","672","742",91,"124"
"56318 - BURTRUM","6","259","373",69,"95"
"56319 - CARLOS","9","412","673",61,"84"
"56320 - COLD SPRING","49","2,574","3,048",84,"115"
"56323 - CYRUS","3","130","180",72,"99"
"56327 - FARWELL","5","222","397",56,"76"
"56329 - FOLEY","48","2,454","3,215",76,"104"
"56330 - FORESTON","9","481","657",73,"100"
"56331 - FREEPORT","12","587","1,028",57,"78"
"56332 - GARFIELD","8","389","533",73,"100"
"56334 - GLENWOOD","37","1,714","2,266",76,"103"
"56336 - GREY EAGLE","7","359","507",71,"97"
"56338 - HILLMAN","14","616","639",96,"132"
"56339 - HOFFMAN","8","371","498",75,"102"
"56340 - HOLDINGFORD","11","560","888",63,"86"
"56342 - ISLE","28","1,228","1,516",81,"111"
"56343 - KENSINGTON","6","406","463",88,"120"
"56345 - LITTLE FALLS","108","5,241","6,196",85,"115"
"56347 - LONG PRAIRIE","49","2,449","3,047",80,"110"
"56349 - LOWRY","6","310","352",88,"120"
"56350 - MC GRATH","2","73","123",59,"81"
"56352 - MELROSE","42","2,024","2,404",84,"115"
"56353 - MILACA","53","2,875","3,509",82,"112"
"56354 - MILTONA","14","806","856",94,"129"
"56355 - NELSON","4","203","297",68,"93"
"56357 - OAK PARK","8","414","516",80,"110"
"56358 - OGILVIE","21","1,006","1,258",80,"109"
"56359 - ONAMIA","24","1,301","1,486",88,"120"
"56360 - OSAKIS","35","1,595","1,777",90,"123"
"56362 - PAYNESVILLE","35","1,684","2,295",73,"100"
"56364 - PIERZ","34","1,488","1,861",80,"109"
"56367 - RICE","36","1,888","2,507",75,"103"
"56368 - RICHMOND","24","1,370","1,597",86,"117"
"56371 - ROSCOE","1","60","60",100,"137"
"56373 - ROYALTON","19","939","1,081",87,"119"
"56374 - SAINT JOSEPH","63","3,818","4,364",88,"119"
"56375 - SAINT STEPHEN","6","370","493",75,"102"
"56377 - SARTELL","89","5,286","6,616",80,"109"
"56378 - SAUK CENTRE","52","2,417","3,096",78,"107"
"56379 - SAUK RAPIDS","91","5,112","6,902",74,"101"
"56381 - STARBUCK","23","1,006","1,237",81,"111"
"56382 - SWANVILLE","15","582","706",82,"113"
"56384 - UPSALA","3","129","217",59,"81"
"56385 - VILLARD","6","289","452",64,"87"
"56386 - WAHKON","5","205","263",78,"106"
"56387 - WAITE PARK","42","2,204","2,625",84,"115"
"56389 - WEST UNION","1","34","68",50,"68"
"56401 - BRAINERD","190","10,232","12,770",80,"109"
"56425 - BAXTER","40","2,518","3,276",77,"105"
"56431 - AITKIN","65","2,964","3,644",81,"111"
"56433 - AKELEY","15","707","934",76,"103"
"56434 - ALDRICH","1","34","106",32,"44"
"56435 - BACKUS","21","1,052","1,357",78,"106"
"56438 - BROWERVILLE","24","1,026","1,172",88,"120"
"56440 - CLARISSA","11","518","602",86,"117"
"56441 - CROSBY","22","1,151","1,582",73,"99"
"56442 - CROSSLAKE","24","1,380","1,498",92,"126"
"56443 - CUSHING","6","242","352",69,"94"
"56444 - DEERWOOD","25","1,204","1,579",76,"104"
"56447 - EMILY","9","404","479",84,"115"
"56448 - FIFTY LAKES","1","45","90",50,"68"
"56449 - FORT RIPLEY","18","821","874",94,"128"
"56450 - GARRISON","6","332","591",56,"77"
"56452 - HACKENSACK","15","665","915",73,"99"
"56455 - IRONTON","10","515","598",86,"118"
"56458 - LAKE GEORGE","3","186","186",100,"137"
"56461 - LAPORTE","24","1,189","1,497",79,"108"
"56465 - MERRIFIELD","19","914","1,088",84,"115"
"56466 - MOTLEY","28","1,390","1,630",85,"116"
"56467 - NEVIS","14","660","972",68,"93"
"56468 - NISSWA","29","1,432","1,781",80,"110"
"56469 - PALISADE","10","336","428",79,"107"
"56472 - PEQUOT LAKES","40","2,095","2,989",70,"96"
"56473 - PILLAGER","16","939","1,321",71,"97"
"56474 - PINE RIVER","29","1,495","1,727",87,"118"
"56475 - RANDALL","10","471","654",72,"98"
"56479 - STAPLES","34","1,619","2,204",74,"100"
"56481 - VERNDALE","15","627","672",93,"127"
"56484 - WALKER","21","1,065","1,316",81,"110"
"56531 - ELBOW LAKE","12","614","719",85,"117"
"56590 - WENDELL","1","50","97",52,"70"
"56601 - BEMIDJI","206","11,062","13,851",80,"109"
"56626 - BENA","6","290","290",100,"137"
"56633 - CASS LAKE","20","1,068","1,616",66,"90"
"56641 - FEDERAL DAM","1","64","106",60,"82"
"56647 - HINES","5","225","265",85,"116"
"56650 - KELLIHER","8","368","573",64,"88"
"56655 - LONGVILLE","14","536","704",76,"104"
"56662 - OUTING","6","315","315",100,"137"
"56663 - PENNINGTON","1","85","85",100,"137"
"56667 - PUPOSKY","19","986","1,067",92,"126"
"56672 - REMER","17","867","1,011",86,"117"
"56683 - TENSTRIKE","4","202","347",58,"79"
"56685 - WASKISH","4","187","229",82,"111"
"57634 - KELDRON","6","27","27",100,"137"
"57638 - LEMMON","189","660","773",85,"117"
"57641 - MC INTOSH","48","212","243",87,"119"
"57642 - MC LAUGHLIN","87","438","561",78,"107"
"57644 - MEADOW","31","101","118",86,"117"
"57645 - MORRISTOWN","19","85","113",75,"103"
"57657 - TRAIL CITY","16","99","115",86,"118"
"57658 - WAKPALA","43","171","226",76,"103"
"57659 - WALKER","3","6","6",100,"137"
"57660 - WATAUGA","6","32","59",54,"74"
"58313 - BALTA","4","17","29",59,"80"
"58316 - BELCOURT","315","1,640","2,138",77,"105"
"58318 - BOTTINEAU","243","1,329","1,649",81,"110"
"58329 - DUNSEITH","143","771","1,044",74,"101"
"58341 - HARVEY","180","878","1,044",84,"115"
"58353 - MYLO","6","32","32",100,"137"
"58366 - ROLETTE","83","390","550",71,"97"
"58367 - ROLLA","115","438","592",74,"101"
"58369 - SAINT JOHN","68","383","526",73,"99"
"58384 - WILLOW CITY","45","234","291",80,"110"
"58385 - WOLFORD","10","43","59",73,"99"
"58413 - ASHLEY","84","398","498",80,"109"
"58418 - BOWDON","23","115","164",70,"96"
"58422 - CATHAY","12","71","75",95,"129"
"58423 - CHASELEY","7","36","47",77,"105"
"58428 - DAWSON","16","89","120",74,"101"
"58430 - DENHOFF","4","37","37",100,"137"
"58438 - FESSENDEN","46","204","297",69,"94"
"58440 - FREDONIA","18","83","107",78,"106"
"58444 - GOODRICH","13","86","127",68,"92"
"58451 - HURDSFIELD","15","75","91",82,"113"
"58460 - LEHR","17","88","129",68,"93"
"58463 - MCCLUSKY","33","218","264",83,"113"
"58477 - REGAN","8","49","59",83,"113"
"58478 - ROBINSON","11","61","80",76,"104"
"58482 - STEELE","64","278","351",79,"108"
"58487 - TAPPEN","27","143","182",79,"107"
"58488 - TUTTLE","20","91","152",60,"82"
"58494 - WING","33","184","224",82,"112"
"58495 - WISHEK","69","372","535",70,"95"
"58501 - BISMARCK","1,660","11,568","14,752",78,"107"
"58503 - BISMARCK","1,285","9,680","12,177",80,"109"
"58504 - BISMARCK","1,265","9,360","11,983",78,"107"
"58520 - ALMONT","14","71","114",62,"85"
"58521 - BALDWIN","39","248","338",73,"100"
"58523 - BEULAH","225","1,206","1,532",79,"107"
"58524 - BRADDOCK","4","18","21",86,"117"
"58528 - CANNON BALL","42","168","197",85,"116"
"58529 - CARSON","51","322","345",93,"127"
"58530 - CENTER","91","490","627",78,"107"
"58531 - COLEHARBOR","25","151","214",71,"96"
"58532 - DRISCOLL","15","76","112",68,"93"
"58533 - ELGIN","61","381","467",82,"111"
"58535 - FLASHER","36","200","258",78,"106"
"58538 - FORT YATES","123","570","806",71,"97"
"58540 - GARRISON","176","1,052","1,363",77,"105"
"58541 - GOLDEN VALLEY","25","120","156",77,"105"
"58542 - HAGUE","19","90","94",96,"131"
"58544 - HAZELTON","52","247","292",85,"115"
"58545 - HAZEN","194","1,140","1,487",77,"105"
"58549 - KINTYRE","16","74","74",100,"137"
"58552 - LINTON","101","551","714",77,"105"
