STUDY NAME: Fall 2020 SimmonsLOCAL,,,,,
STUDY WEIGHT TYPE: Household,,,,,
BASE: Study Universe,,,,,
TARGET: MEAT ALTERNATIVES - HH USES?: NO,,,,,
,,,,,
Geographies,Target Sample,Target Weighted,Base Weighted,Horizontal %,Index
"58554 - MANDAN","1,179","8,480","10,972",77,"106"
"58558 - MENOKEN","44","308","426",72,"99"
"58559 - MERCER","13","64","92",70,"95"
"58560 - MOFFIT","9","51","65",79,"107"
"58561 - NAPOLEON","64","354","457",78,"106"
"58562 - NEW LEIPZIG","31","188","224",84,"115"
"58563 - NEW SALEM","132","774","987",78,"107"
"58564 - RALEIGH","6","36","36",100,"137"
"58565 - RIVERDALE","27","135","158",85,"117"
"58566 - SAINT ANTHONY","20","112","134",84,"114"
"58568 - SELFRIDGE","51","170","191",89,"122"
"58569 - SHIELDS","3","18","18",100,"137"
"58570 - SOLEN","29","140","207",68,"92"
"58571 - STANTON","35","230","288",80,"109"
"58572 - STERLING","16","109","145",75,"103"
"58573 - STRASBURG","53","237","279",85,"116"
"58575 - TURTLE LAKE","61","347","419",83,"113"
"58576 - UNDERWOOD","76","380","446",85,"116"
"58577 - WASHBURN","122","650","761",85,"117"
"58579 - WILTON","86","463","550",84,"115"
"58580 - ZAP","26","157","188",84,"114"
"58581 - ZEELAND","18","120","138",87,"119"
"58601 - DICKINSON","1,290","9,228","11,947",77,"105"
"58620 - AMIDON","13","67","87",77,"105"
"58621 - BEACH","60","335","410",82,"112"
"58622 - BELFIELD","99","618","779",79,"108"
"58623 - BOWMAN","164","866","1,045",83,"113"
"58625 - DODGE","13","69","83",83,"113"
"58626 - DUNN CENTER","23","135","155",87,"119"
"58627 - FAIRFIELD","7","37","54",69,"94"
"58630 - GLADSTONE","45","297","354",84,"115"
"58631 - GLEN ULLIN","72","496","606",82,"112"
"58632 - GOLVA","32","202","259",78,"106"
"58634 - GRASSY BUTTE","18","163","218",75,"102"
"58636 - HALLIDAY","37","219","285",77,"105"
"58638 - HEBRON","68","387","472",82,"112"
"58639 - HETTINGER","139","679","857",79,"108"
"58640 - KILLDEER","93","699","808",87,"118"
"58641 - LEFOR","9","46","60",77,"105"
"58642 - MANNING","18","102","127",80,"110"
"58643 - MARMARTH","9","51","77",66,"90"
"58645 - MEDORA","20","109","167",65,"89"
"58646 - MOTT","80","419","491",85,"117"
"58647 - NEW ENGLAND","91","462","602",77,"105"
"58649 - REEDER","36","172","191",90,"123"
"58650 - REGENT","27","140","188",75,"102"
"58651 - RHAME","43","194","219",89,"121"
"58652 - RICHARDTON","58","317","452",70,"96"
"58653 - SCRANTON","47","204","241",85,"116"
"58654 - SENTINEL BUTTE","24","146","166",88,"120"
"58655 - SOUTH HEART","42","236","273",86,"118"
"58656 - TAYLOR","30","174","224",78,"106"
"58701 - MINOT","1,628","10,706","13,503",79,"108"
"58703 - MINOT","1,154","7,169","9,086",79,"108"
"58704 - MINOT AFB","229","1,516","2,136",71,"97"
"58705 - MINOT AFB","2","18","36",50,"68"
"58710 - ANAMOOSE","29","171","222",77,"105"
"58711 - ANTLER","12","52","70",74,"101"
"58712 - BALFOUR","5","35","52",67,"92"
"58716 - BENEDICT","2","18","50",36,"49"
"58718 - BERTHOLD","62","327","429",76,"104"
"58721 - BOWBELLS","30","166","192",87,"118"
"58722 - BURLINGTON","79","547","713",77,"105"
"58723 - BUTTE","24","154","182",85,"116"
"58725 - CARPIO","24","126","158",80,"109"
"58727 - COLUMBUS","11","64","83",77,"105"
"58730 - CROSBY","78","475","602",79,"108"
"58731 - DEERING","14","80","143",56,"76"
"58733 - DES LACS","16","108","126",86,"117"
"58734 - DONNYBROOK","24","122","181",67,"92"
"58735 - DOUGLAS","22","106","136",78,"106"
"58736 - DRAKE","24","161","187",86,"118"
"58737 - FLAXTON","8","44","44",100,"137"
"58740 - GLENBURN","55","269","380",71,"97"
"58741 - GRANVILLE","33","240","322",75,"102"
"58744 - KARLSRUHE","11","51","87",59,"80"
"58746 - KENMARE","120","660","818",81,"110"
"58748 - KRAMER","11","47","66",71,"97"
"58750 - LANSFORD","33","180","202",89,"122"
"58752 - LIGNITE","15","90","115",78,"107"
"58755 - MCGREGOR","7","57","78",73,"100"
"58756 - MAKOTI","20","105","109",96,"132"
"58757 - MANDAREE","56","806","1,084",74,"102"
"58758 - MARTIN","18","113","132",86,"117"
"58759 - MAX","38","196","234",84,"114"
"58760 - MAXBASS","14","73","88",83,"113"
"58761 - MOHALL","81","423","501",84,"115"
"58762 - NEWBURG","12","60","86",70,"95"
"58763 - NEW TOWN","168","1,231","1,559",79,"108"
"58765 - NOONAN","32","177","235",75,"103"
"58768 - NORWICH","11","50","88",57,"78"
"58769 - PALERMO","21","143","168",85,"116"
"58770 - PARSHALL","75","463","558",83,"113"
"58771 - PLAZA","39","275","363",76,"103"
"58772 - PORTAL","18","109","160",68,"93"
"58773 - POWERS LAKE","43","256","363",71,"96"
"58775 - ROSEGLEN","11","53","67",79,"108"
"58776 - ROSS","24","145","170",85,"116"
"58778 - RUSO","10","58","63",92,"126"
"58779 - RYDER","24","112","156",72,"98"
"58781 - SAWYER","46","205","246",83,"114"
"58782 - SHERWOOD","35","173","194",89,"122"
"58783 - SOURIS","32","140","190",74,"101"
"58784 - STANLEY","102","780","995",78,"107"
"58785 - SURREY","55","321","485",66,"90"
"58787 - TOLLEY","11","51","59",86,"118"
"58788 - TOWNER","70","477","574",83,"113"
"58789 - UPHAM","25","164","178",92,"126"
"58790 - VELVA","84","615","756",81,"111"
"58792 - VOLTAIRE","15","97","121",80,"109"
"58793 - WESTHOPE","39","183","243",75,"103"
"58794 - WHITE EARTH","8","49","49",100,"137"
"58795 - WILDROSE","18","155","176",88,"120"
"58801 - WILLISTON","1,078","10,703","13,622",79,"107"
"58830 - ALAMO","19","155","168",92,"126"
"58831 - ALEXANDER","64","828","1,048",79,"108"
"58833 - AMBROSE","6","37","56",66,"90"
"58835 - ARNEGARD","19","177","249",71,"97"
"58838 - CARTWRIGHT","12","176","200",88,"120"
"58843 - EPPING","18","158","235",67,"92"
"58844 - FORTUNA","8","39","39",100,"137"
"58845 - GRENORA","10","71","77",92,"126"
"58847 - KEENE","2","21","21",100,"137"
"58849 - RAY","54","536","721",74,"101"
"58852 - TIOGA","92","982","1,233",80,"109"
"58854 - WATFORD CITY","203","2,270","2,788",81,"111"
"58856 - ZAHL","9","51","58",88,"120"
"59211 - ANTELOPE","9","40","40",100,"137"
"59212 - BAINVILLE","25","97","128",76,"103"
"59213 - BROCKTON","55","227","299",76,"104"
"59214 - BROCKWAY","12","65","76",86,"117"
"59218 - CULBERTSON","59","268","334",80,"110"
"59219 - DAGMAR","12","60","70",86,"117"
"59221 - FAIRVIEW","74","532","661",81,"110"
"59222 - FLAXVILLE","20","95","116",82,"112"
"59223 - FORT PECK","19","99","114",87,"119"
"59226 - FROID","25","89","124",72,"98"
"59242 - HOMESTEAD","8","33","39",85,"116"
"59243 - LAMBERT","18","126","132",96,"130"
"59247 - MEDICINE LAKE","33","147","180",82,"111"
"59252 - OUTLOOK","8","38","68",56,"76"
"59253 - PEERLESS","14","69","69",100,"137"
"59254 - PLENTYWOOD","163","862","1,036",83,"114"
"59255 - POPLAR","158","865","1,186",73,"100"
"59257 - REDSTONE","5","19","32",59,"81"
"59258 - RESERVE","12","49","60",82,"111"
"59263 - SCOBEY","92","576","673",86,"117"
"59270 - SIDNEY","444","2,881","3,620",80,"109"
"59274 - VIDA","9","51","58",88,"120"
"59275 - WESTBY","23","92","147",63,"85"
"59313 - BAKER","151","908","1,184",77,"105"
"59344 - PLEVNA","26","152","190",80,"109"
"59801 - MISSOULA","2,258","11,983","15,922",75,"103"
"59802 - MISSOULA","1,408","7,145","9,437",76,"103"
"59803 - MISSOULA","1,102","5,380","7,080",76,"104"
"59804 - MISSOULA","565","2,868","3,597",80,"109"
"59808 - MISSOULA","1,060","6,259","8,124",77,"105"
"59820 - ALBERTON","107","483","666",73,"99"
"59821 - ARLEE","189","735","938",78,"107"
"59823 - BONNER","94","459","629",73,"100"
"59824 - CHARLO","130","616","763",81,"110"
"59825 - CLINTON","138","742","1,007",74,"101"
"59826 - CONDON","58","238","328",73,"99"
"59827 - CONNER","32","130","163",80,"109"
"59828 - CORVALLIS","337","1,823","2,369",77,"105"
"59829 - DARBY","226","1,011","1,374",74,"100"
"59831 - DIXON","45","168","191",88,"120"
"59833 - FLORENCE","350","1,725","2,249",77,"105"
"59834 - FRENCHTOWN","122","626","817",77,"105"
"59837 - HALL","13","58","100",58,"79"
"59840 - HAMILTON","973","4,929","6,388",77,"105"
"59844 - HERON","65","268","328",82,"112"
"59845 - HOT SPRINGS","97","431","554",78,"106"
"59846 - HUSON","104","546","713",77,"105"
"59847 - LOLO","351","1,874","2,468",76,"104"
"59848 - LONEPINE","4","20","43",47,"63"
"59853 - NOXON","75","308","388",79,"108"
"59858 - PHILIPSBURG","142","668","836",80,"109"
"59859 - PLAINS","261","1,296","1,744",74,"101"
"59860 - POLSON","734","3,329","4,340",77,"105"
"59863 - RAVALLI","8","37","43",86,"117"
"59864 - RONAN","530","2,505","3,218",78,"106"
"59865 - SAINT IGNATIUS","224","954","1,240",77,"105"
"59866 - SAINT REGIS","92","430","548",79,"107"
"59867 - SALTESE","5","26","26",100,"137"
"59868 - SEELEY LAKE","128","727","974",75,"102"
"59870 - STEVENSVILLE","730","3,566","4,553",78,"107"
"59871 - SULA","27","116","145",80,"109"
"59872 - SUPERIOR","181","846","1,056",80,"109"
"59873 - THOMPSON FALLS","208","1,031","1,341",77,"105"
"59874 - TROUT CREEK","108","586","770",76,"104"
"59875 - VICTOR","274","1,383","1,731",80,"109"
"59901 - KALISPELL","3,366","17,223","22,819",76,"103"
"59910 - BIG ARM","36","160","211",76,"104"
"59911 - BIGFORK","595","2,817","3,595",78,"107"
"59912 - COLUMBIA FALLS","919","4,887","6,359",77,"105"
"59914 - DAYTON","24","108","126",86,"117"
"59915 - ELMO","17","75","112",67,"91"
"59916 - ESSEX","46","255","335",76,"104"
"59920 - KILA","119","641","835",77,"105"
"59922 - LAKESIDE","145","747","942",79,"108"
"59925 - MARION","84","478","656",73,"99"
"59926 - MARTIN CITY","66","348","447",78,"106"
"59928 - POLEBRIDGE","28","118","174",68,"93"
"59929 - PROCTOR","21","58","70",83,"113"
"59931 - ROLLINS","24","70","118",59,"81"
"59932 - SOMERS","116","616","818",75,"103"
"59937 - WHITEFISH","1,038","4,613","5,957",77,"106"
"32501 - PENSACOLA","218","3,714","5,286",70,"96"
"32502 - PENSACOLA","67","1,081","1,520",71,"97"
"32503 - PENSACOLA","631","10,304","13,858",74,"102"
"32504 - PENSACOLA","394","7,142","9,128",78,"107"
"32505 - PENSACOLA","394","7,604","11,601",66,"89"
"32506 - PENSACOLA","556","10,295","13,478",76,"104"
"32507 - PENSACOLA","529","9,164","12,336",74,"101"
"32508 - PENSACOLA","101","2,148","2,998",72,"98"
"32514 - PENSACOLA","644","12,266","16,169",76,"104"
"32526 - PENSACOLA","582","11,389","14,653",78,"106"
"32531 - BAKER","95","1,875","2,453",76,"104"
"32533 - CANTONMENT","427","7,685","10,076",76,"104"
"32534 - PENSACOLA","220","4,265","5,524",77,"105"
"32535 - CENTURY","118","2,053","2,802",73,"100"
"32536 - CRESTVIEW","274","5,794","7,921",73,"100"
"32539 - CRESTVIEW","376","8,714","11,570",75,"103"
"32541 - DESTIN","346","5,929","7,142",83,"113"
"32542 - EGLIN AFB","77","1,145","1,523",75,"103"
"32544 - HURLBURT FIELD","20","408","594",69,"94"
"32547 - FORT WALTON BEACH","547","12,143","15,554",78,"107"
"32548 - FORT WALTON BEACH","407","7,694","10,237",75,"103"
"32561 - GULF BREEZE","193","2,793","3,317",84,"115"
"32563 - GULF BREEZE","362","8,108","10,661",76,"104"
"32564 - HOLT","45","941","1,231",76,"104"
"32565 - JAY","109","2,153","2,709",80,"109"
"32566 - NAVARRE","435","10,505","13,942",75,"103"
"32567 - LAUREL HILL","140","1,515","2,002",76,"103"
"32568 - MC DAVID","54","885","1,253",71,"96"
"32569 - MARY ESTHER","185","4,115","5,325",77,"105"
"32570 - MILTON","509","10,973","13,985",79,"107"
"32571 - MILTON","437","9,917","12,831",77,"106"
"32577 - MOLINO","75","1,415","1,829",77,"106"
"32578 - NICEVILLE","575","10,828","13,454",81,"110"
"32579 - SHALIMAR","201","3,722","4,563",82,"111"
"32580 - VALPARAISO","83","1,543","1,794",86,"117"
"32583 - MILTON","404","9,817","12,859",76,"104"
"36033 - GEORGIANA","123","1,110","1,634",68,"93"
"36401 - EVERGREEN","130","2,025","3,083",66,"90"
"36420 - ANDALUSIA","368","3,183","4,190",76,"104"
"36421 - ANDALUSIA","333","2,889","3,764",77,"105"
"36425 - BEATRICE","18","260","392",66,"91"
"36426 - BREWTON","311","4,596","5,873",78,"107"
"36432 - CASTLEBERRY","55","875","1,179",74,"101"
"36436 - DICKINSON","14","210","235",89,"122"
"36441 - FLOMATON","57","923","1,219",76,"103"
"36444 - FRANKLIN","16","209","362",58,"79"
"36445 - FRISCO CITY","100","1,420","1,923",74,"101"
"36451 - GROVE HILL","93","1,348","1,968",69,"94"
"36454 - LENOX","1","13","13",100,"137"
"36456 - MC KENZIE","61","656","859",76,"104"
"36460 - MONROEVILLE","195","2,899","4,128",70,"96"
"36471 - PETERMAN","29","372","525",71,"97"
"36473 - RANGE","4","46","46",100,"137"
"36474 - RED LEVEL","101","967","1,200",81,"110"
"36475 - REPTON","32","431","720",60,"82"
"36480 - URIAH","41","551","655",84,"115"
"36481 - VREDENBURGH","8","110","110",100,"137"
"36482 - WHATLEY","23","253","376",67,"92"
"36483 - WING","12","115","175",66,"90"
"36502 - ATMORE","333","4,846","6,770",72,"98"
"36505 - AXIS","24","417","503",83,"113"
"36507 - BAY MINETTE","312","7,076","9,385",75,"103"
"36509 - BAYOU LA BATRE","37","549","813",68,"92"
"36511 - BON SECOUR","11","344","406",85,"116"
"36518 - CHATOM","45","558","927",60,"82"
"36521 - CHUNCHULA","85","1,611","2,108",76,"104"
"36522 - CITRONELLE","107","1,954","2,828",69,"94"
"36523 - CODEN","57","950","1,161",82,"112"
"36524 - COFFEEVILLE","26","299","449",67,"91"
"36525 - CREOLA","33","662","936",71,"97"
"36526 - DAPHNE","380","9,420","12,530",75,"103"
"36527 - DAPHNE","195","4,481","5,671",79,"108"
"36528 - DAUPHIN ISLAND","36","415","540",77,"105"
"36529 - DEER PARK","15","154","168",92,"125"
"36530 - ELBERTA","132","2,890","3,626",80,"109"
"36532 - FAIRHOPE","453","9,934","12,669",78,"107"
"36535 - FOLEY","411","10,874","13,756",79,"108"
"36538 - FRANKVILLE","12","156","197",79,"108"
"36539 - FRUITDALE","19","196","243",81,"110"
"36540 - GAINESTOWN","18","263","402",65,"89"
"36541 - GRAND BAY","223","3,921","5,213",75,"103"
"36542 - GULF SHORES","218","5,052","6,493",78,"106"
"36544 - IRVINGTON","185","3,654","5,039",73,"99"
"36545 - JACKSON","158","2,316","3,441",67,"92"
"36548 - LEROY","20","289","427",68,"92"
"36549 - LILLIAN","90","1,987","2,468",81,"110"
"36550 - LITTLE RIVER","10","188","215",87,"119"
"36551 - LOXLEY","134","3,234","4,014",81,"110"
"36553 - MC INTOSH","69","1,058","1,551",68,"93"
"36555 - MAGNOLIA SPRINGS","20","392","449",87,"119"
"36560 - MOUNT VERNON","55","1,030","1,479",70,"95"
"36561 - ORANGE BEACH","115","2,407","2,904",83,"113"
"36562 - PERDIDO","22","474","703",67,"92"
"36567 - ROBERTSDALE","206","4,797","6,389",75,"103"
"36569 - SAINT STEPHENS","18","262","368",71,"97"
"36571 - SARALAND","238","4,416","5,636",78,"107"
"36572 - SATSUMA","80","1,545","2,289",68,"92"
"36574 - SEMINOLE","24","564","778",73,"99"
"36575 - SEMMES","267","5,537","7,105",78,"106"
"36576 - SILVERHILL","63","1,704","2,115",81,"110"
"36578 - STAPLETON","25","615","921",67,"91"
"36579 - STOCKTON","32","602","828",73,"99"
"36580 - SUMMERDALE","80","2,116","2,863",74,"101"
"36581 - SUNFLOWER","3","45","45",100,"137"
"36582 - THEODORE","357","6,758","9,471",71,"97"
"36583 - TIBBIE","15","194","222",87,"119"
"36584 - VINEGAR BEND","19","261","366",71,"97"
"36585 - WAGARVILLE","15","214","330",65,"89"
"36587 - WILMER","135","2,805","3,795",74,"101"
"36602 - MOBILE","17","287","543",53,"72"
"36603 - MOBILE","152","1,868","3,017",62,"85"
"36604 - MOBILE","203","2,999","4,121",73,"99"
"36605 - MOBILE","502","7,795","11,871",66,"90"
"36606 - MOBILE","353","5,273","7,667",69,"94"
"36607 - MOBILE","134","1,915","2,891",66,"90"
"36608 - MOBILE","641","11,273","15,169",74,"101"
"36609 - MOBILE","384","7,400","10,012",74,"101"
"36610 - MOBILE","230","3,635","6,247",58,"79"
"36611 - MOBILE","119","1,802","2,553",71,"96"
"36612 - MOBILE","84","1,299","2,092",62,"85"
"36613 - EIGHT MILE","175","3,608","5,031",72,"98"
"36615 - MOBILE","7","63","107",59,"80"
"36617 - MOBILE","241","3,594","6,065",59,"81"
"36618 - MOBILE","238","4,485","6,405",70,"96"
"36619 - MOBILE","219","4,138","5,267",79,"107"
"36693 - MOBILE","309","5,133","6,802",76,"103"
"36695 - MOBILE","639","12,211","16,223",75,"103"
"36727 - CAMPBELL","3","40","40",100,"137"
"36751 - LOWER PEACH TREE","27","274","392",70,"95"
"36768 - PINE APPLE","33","243","482",50,"69"
"36784 - THOMASVILLE","153","1,874","2,945",64,"87"
"39451 - LEAKESVILLE","101","1,480","2,205",67,"92"
"39461 - NEELY","11","128","167",77,"105"
"71001 - ARCADIA","115","1,137","1,740",65,"89"
"71031 - GOLDONNA","31","236","289",82,"111"
"71070 - SALINE","49","502","684",73,"100"
"71201 - MONROE","953","6,271","8,442",74,"101"
"71202 - MONROE","991","7,475","11,786",63,"87"
"71203 - MONROE","1,391","10,742","14,806",73,"99"
"71219 - BASKIN","49","338","410",82,"113"
"71220 - BASTROP","972","5,815","8,241",71,"96"
"71222 - BERNICE","150","949","1,336",71,"97"
"71223 - BONITA","21","112","186",60,"82"
"71225 - CALHOUN","297","2,038","2,514",81,"111"
"71226 - CHATHAM","91","527","654",81,"110"
"71227 - CHOUDRANT","149","1,042","1,344",78,"106"
"71229 - COLLINSTON","61","405","522",78,"106"
"71232 - DELHI","322","1,922","2,495",77,"105"
"71234 - DOWNSVILLE","172","1,243","1,591",78,"107"
"71235 - DUBACH","178","1,133","1,506",75,"103"
"71237 - EPPS","59","411","608",68,"92"
"71238 - EROS","126","865","1,083",80,"109"
"71241 - FARMERVILLE","404","2,966","3,915",76,"103"
"71243 - FORT NECESSITY","15","74","97",76,"104"
"71245 - GRAMBLING","203","1,445","2,197",66,"90"
"71250 - JONES","13","69","73",95,"129"
"71251 - JONESBORO","375","2,533","3,426",74,"101"
"71254 - LAKE PROVIDENCE","263","1,196","1,826",66,"89"
"71256 - LILLIE","43","316","415",76,"104"
"71259 - MANGHAM","59","405","616",66,"90"
"71260 - MARION","159","963","1,241",78,"106"
"71261 - MER ROUGE","87","410","582",70,"96"
"71263 - OAK GROVE","383","2,246","2,997",75,"102"
"71264 - OAK RIDGE","46","244","360",68,"93"
"71266 - PIONEER","93","522","689",76,"103"
"71268 - QUITMAN","163","941","1,311",72,"98"
"71269 - RAYVILLE","520","3,249","4,564",71,"97"
"71270 - RUSTON","1,272","9,177","12,591",73,"100"
"71275 - SIMSBORO","92","637","878",73,"99"
"71276 - SONDHEIMER","14","60","90",67,"91"
"71277 - SPEARSVILLE","86","542","775",70,"95"
"71280 - STERLINGTON","173","1,137","1,404",81,"111"
"71282 - TALLULAH","444","2,389","3,403",70,"96"
"71286 - TRANSYLVANIA","48","228","308",74,"101"
"71291 - WEST MONROE","1,395","10,037","12,626",80,"109"
"71292 - WEST MONROE","872","6,658","8,675",77,"105"
"71295 - WINNSBORO","590","3,672","5,180",71,"97"
"71316 - ACME","3","19","19",100,"137"
"71326 - CLAYTON","58","262","401",65,"89"
"71334 - FERRIDAY","349","2,108","3,112",68,"92"
"71336 - GILBERT","79","462","618",75,"102"
"71340 - HARRISONBURG","73","475","673",71,"96"
"71342 - JENA","353","2,002","2,839",71,"96"
"71343 - JONESVILLE","322","2,029","2,840",71,"98"
"71354 - MONTEREY","106","581","737",79,"108"
"71357 - NEWELLTON","85","468","667",70,"96"
"71366 - SAINT JOSEPH","111","633","845",75,"102"
"71368 - SICILY ISLAND","71","378","501",75,"103"
"71371 - TROUT","86","523","766",68,"93"
"71373 - VIDALIA","319","1,851","2,489",74,"102"
"71375 - WATERPROOF","52","254","359",71,"97"
"71378 - WISNER","116","755","1,012",75,"102"
"71401 - AIMWELL","8","63","66",96,"130"
"71418 - COLUMBIA","275","1,733","2,416",72,"98"
"71422 - DODSON","80","408","553",74,"101"
"71425 - ENTERPRISE","11","58","86",67,"92"
"71435 - GRAYSON","162","1,112","1,529",73,"99"
"71441 - KELLY","23","138","181",76,"104"
"71457 - NATCHITOCHES","617","7,842","11,093",71,"97"
"71465 - OLLA","164","1,089","1,387",79,"107"
"71473 - SIKES","18","98","101",97,"132"
"71479 - TULLOS","68","456","607",75,"103"
"71483 - WINNFIELD","527","2,641","3,689",72,"98"
"71635 - CROSSETT","552","3,379","4,616",73,"100"
"71661 - PARKDALE","14","86","122",71,"96"
"71676 - WILMOT","40","191","251",76,"104"
"71730 - EL DORADO","1,531","9,451","12,962",73,"100"
"71747 - HUTTIG","53","350","454",77,"105"
"71749 - JUNCTION CITY","100","610","804",76,"104"
"71753 - MAGNOLIA","310","4,608","6,485",71,"97"
"71758 - MOUNT HOLLY","27","167","205",82,"111"
"71765 - STRONG","86","628","922",68,"93"
"93426 - BRADLEY","80","575","819",70,"96"
"93450 - SAN ARDO","14","113","187",60,"82"
"93451 - SAN MIGUEL","127","1,161","1,682",69,"94"
"93901 - SALINAS","858","6,659","9,446",71,"96"
"93905 - SALINAS","1,503","11,587","17,770",65,"89"
"93906 - SALINAS","1,522","11,966","17,775",67,"92"
"93907 - SALINAS","691","5,035","7,093",71,"97"
"93908 - SALINAS","428","3,108","4,204",74,"101"
"93920 - BIG SUR","53","448","600",75,"102"
"93923 - CARMEL","612","4,518","5,961",76,"103"
"93924 - CARMEL VALLEY","270","1,812","2,386",76,"104"
"93925 - CHUALAR","62","360","492",73,"100"
"93926 - GONZALES","239","1,873","2,581",73,"99"
"93927 - GREENFIELD","414","3,053","4,826",63,"86"
"93930 - KING CITY","428","3,341","4,998",67,"91"
"93933 - MARINA","717","5,731","8,384",68,"93"
"93940 - MONTEREY","1,141","8,272","11,503",72,"98"
"93943 - MONTEREY","4","28","33",85,"116"
"93944 - MONTEREY","60","549","816",67,"92"
"93950 - PACIFIC GROVE","595","4,178","5,675",74,"101"
"93953 - PEBBLE BEACH","205","1,345","1,667",81,"110"
"93955 - SEASIDE","908","7,165","10,433",69,"94"
"93960 - SOLEDAD","645","6,109","8,964",68,"93"
"95003 - APTOS","896","6,537","9,009",73,"99"
"95004 - AROMAS","126","950","1,315",72,"99"
"95005 - BEN LOMOND","253","1,781","2,319",77,"105"
